restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.0,Cute Spot!,"Really cute place. I ended up at this restaurant because a local recommended it and another place was over crowded. I sat at the counter for a little Sunday brunch before heading to the airport. The staff, friendly and efficient. I had a cornmeal waffle and two eggs sunnyside up. Delicious!
Portion was a little smaller than I anticipated, just...


More",Belga Cafe,8,2,"October 13, 2015","San Francisco, California",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,4.0,331,"Washington, DC",j9nitaly
4.0,Great food and setting,"As a person of Belgian lineage, I've been to quite a number of Belgian restaurants, and this is one of the best I've enjoyed. The menu offers many choices of Belgian food, not just the usual staples such as mussels, carbonades, vol au vent, and filet americain, like one sees in many Belgian restaurants in the U.S. The cuisine is...


More",Belga Cafe,305,733,"October 11, 2015","Walnut Creek, California",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,5.0,331,"Washington, DC",lebelgo
4.0,"Very good comfort food, low-key vibe","We split a grilled romaine tomato salad and I had garlic butter mussels and frites and he had short rib. The entrees and accompanying bread were very good--we kept being offered and accepting extra bread. The service was slightly weird, first quite gruff and abrupt, yet also attentive and accommodating (if Euro-leisurely), then super-friendly at the end. (I actually asked...


More",Belga Cafe,38,18,"October 11, 2015",Chicago,/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,4.0,331,"Washington, DC",ChiMagMile
4.0,A must do when you visit Washington DC,"While visiting Washington DC, we enjoyed twice a dinner at Belga café. Good service and real genuine Belgian food, we know, because we are Belgian. If you are interested in getting to know real Belgian taste, this is the place to be. Congratulations to Greet De Keyser & partner.",Belga Cafe,103,25,"September 28, 2015","Antwerp, Belgium",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,5.0,331,"Washington, DC",Alex55_13
4.0,Overrated,"If you will partake of only beer and mussels - then yes, this is worth a try. Anything else look at the abundance of other options in the same locale. We ordered the Mussels Green to try as an appetizer. The mussels were cooked right, and the spinach cream sauce was delicious - just the right level of flavoring with...


More",Belga Cafe,8,3,"September 20, 2015","Washington,DC",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,2.0,331,"Washington, DC",wdcmenon
4.0,Saturday Brunch!,Saturday ladies brunch in Washington DC is a busy event but Belga handled our party quickly our food was delivered very quickly and all together. Very good food and so many yummy items to choose from on the menu. A must order is the bacon in the bucket:).,Belga Cafe,15,5,"September 4, 2015","Vicksburg, Michigan",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,4.0,331,"Washington, DC",Ssimm87428
4.0,Quality is a victim of Belga's success,"Long my Cap Hill favorite, Belga is now off my list. Some examples of why, all from one weekday evening meal (8/19//2015). We were seated 45' after our reservation time. Mussels arrived over-steamed, shriveled and looking like raisins, mariniere tasted like salty water with boiled onions. We had to request bread and plates for the shared entrees. NY Strip was...


More",Belga Cafe,8,1,"August 20, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,2.0,331,"Washington, DC",CPachon
4.0,If you have a craving for Belgian food...,I wasn't as bowled over as some reviewers seem to have been. I think it is mainly for mussel lovers of whom I am not. I had a beet salad and chilled green pea soup. Both were quite tasty and I enjoyed sitting outside.,Belga Cafe,27,5,"August 12, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,4.0,331,"Washington, DC",Mar N
4.0,Wow,"This was a really pleasant tour of Belgium. I tried the rabbit, and it was amazing. My daughter's steak was wonderful (and I grew up on a cattle ranch; I know my beef). Desserts were also very good, particularly the mousse trio. Candied beets tastes amazingly good. A great culinary trip to take",Belga Cafe,28,10,"August 1, 2015","West Chester, Ohio, United States",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,5.0,331,"Washington, DC",HeatherLynnB
4.0,Food was good service was Ok,"My husband was thrilled to find grilled mussels on the menu and they were cooked to perfection. My croque monsieur had wonderfully gooey cheese but arrived with fries and not the salad I ordered. By his error was quickly remedied however.
So all in all it was an enjoyable meal.",Belga Cafe,17,8,"August 1, 2015","Hollywood, Florida",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,4.0,331,"Washington, DC",Karen W
4.0,Friday night on 8th St,"Had a very nice time with 3 of my friends. The mussels were delicious, and using the fries and bread to enjoy the broth was a bonus. Others seemed to very much enjoy their meals as well.
Bartender recommended the beer which was a perfect accompaniment.
The service was excellent. My sister was given a complementary dessert when some water...


More",Belga Cafe,1,0,"July 22, 2015",,/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,4.0,331,"Washington, DC",Elizabeth O
4.0,Promised more than it delivered.,"We met friends here for dinner; none of us had ever tried the restaurant but were looking forward to something new. The menu looked delicious: there were creative twists to classic dishes, there was a very extensive beer list, and the atmosphere was very chic. The staff was okay. Our waiter was very knowledgeable surrounding the beer selection, but our...


More",Belga Cafe,49,19,"July 16, 2015","California, Maryland",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,2.0,331,"Washington, DC",CassieJK
4.0,I DON'T GET IT!,"I don't get the big attraction to this place. We went today for brunch and it was totally blah to blah (-). The wife's simple Belgian waffle and two eggs over easy arrived... Well first on a chipped plate. No restaurant serving a $20.00 breakfast dish should be serving it on a chipped plate. Her waffle was ok... And her...


More",Belga Cafe,30,10,"July 11, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,2.0,331,"Washington, DC",VOnDC
4.0,Brunch!!,Really good Belgian food. We went to their brunch and of course their Belgian waffles were to die for. Highly recommend.,Belga Cafe,78,8,"July 7, 2015",,/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,4.0,331,"Washington, DC",JEBLLM
4.0,Wonderful Night,"Best Belgium place to go in DC! The best Mussels I've ever had. The service is awesome too! However, it's best only during dinner time. This place definitely is worth visiting and I love to come back.",Belga Cafe,8,2,"June 29, 2015",,/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,5.0,331,"Washington, DC",Norman K
4.0,Bountiful Brunch Bonanza!!!,"We were running about 15 minutes late for our 10:45 AM reservation so I called ahead. I had booked through Open Table and was surprised to learn I had entered the wrong date and our reservation was for June 28! That was not a problem for the staff at Belga Café! ""Would you be willing to wait until 11:15 to...


More",Belga Cafe,173,56,"June 15, 2015","Kensington, Maryland",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,5.0,331,"Washington, DC",sk1952
4.0,So So Option,"To be fair the fries and beer selection is pretty good. So if that's all you are going for, it's a fine spot. Everything else on the menu is so so at best so definitely over-priced for the quality.",Belga Cafe,41,27,"June 3, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,2.0,331,"Washington, DC",MFred
4.0,Great Belgian food,"This was our second time there, back after 7 years. We had great food again, good service but the only disappointment was that we had a reservation and had to wait a half hour outside. Besides that, we love it. Parking is an issue.",Belga Cafe,64,24,"June 3, 2015",,/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,4.0,331,"Washington, DC",Isabelle M
4.0,Wonderful food and service,"We dined here on a Sunday night and it was so good we returned again the next night for another fine dinner. These were two of the best meals we had during an 8 day visit to DC while staying nearby. The first night we had tomato soup and cheese croquettes for appetizers then Mussels Diabolique and Pork loin for...


More",Belga Cafe,61,15,"May 28, 2015",Oklahoma,/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,5.0,331,"Washington, DC",jatenne9
4.0,Reliable Yummy,"There is something about a restaurant that makes you come back: ambiance, quality of food, good service, unique drinks, and reliable consistency on all of the above. Belga delivers-always-done brunch, lunch, and dinner (many times) and was never disappointed. This is saying a lot when within three blocks either direction there is real competition. If you are a fan of...


More",Belga Cafe,42,5,"May 17, 2015","Riverside, California",/Restaurant_Review-g28970-d510435-Reviews-Belga_Cafe-Washington_DC_District_of_Columbia.html,5.0,331,"Washington, DC",Robert B
