restaurant_address,restaurant_overall_rating,user_review,restaurant_name,restaurant_phone,user_num_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length,user_rating_mean_for_restaurant_yelp,user_rating_mean_for_restaurant_yelp_local,user_rating_mean_for_restaurant_yelp_non_local
"8128 Hwy 100Nashville, TN 37221",3.5,"Best restaurant in Bellevue, TN. Before starting this review, however, a bit about Bellevue. We are, in many ways, the pit of mediocre food. So when I hear of a pricier restaurant in the area, I am a bit leery. Maybe that is why it took me 7 years to try Bria?This was a date night for my wife and I. We started out with Copolla Rosso and an antipasto plate. I was curious about other wines, but the mix of wine types in the Rosso sounded interesting.The antipasto is a mix of goat cheese, feta cheese, some meats and olives and figs. The appetizer is a bit pricier than some places, but as one who loves quality deli meats, it was a treat. And a variety of olives is always nice.We then went to salads and since Bria is Italian, I had to go with the caprese. Wonderful mozzarella and local heirloom tomatoes with fresh basil and a light vinaigrette. The main dish was the best part. I had a pork chop with brodcolini and fingerling potatoes. The pork was cooked to a nice medium, so it had a decent texture and a wonderful taste. The fingerling potatoes were cooked so they still had a bit of texture. A bit of heaven on a plate. My only suggestion, which I told the manager, is ""go bold"" and go a bit more rare to give it an even better texture. I would consider 5 stars, but I am not sure it is the best of the best. It is great, but not quite ""The Catbird Seat"". Then again, it is not as pricey.We will be back.",Bria Bistro Italiano,6156468274.0,36.0,2015-08-12,"Nashville, TN",/biz/bria-bistro-italiano-nashville,4.0,54,"Washington, DC",Gregory B.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,1415.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,"Bria is a great Italian place off of Hwy 100. The mozzarella sticks and polenta fries are mouth wateringly delicious. My friends swear that the lasagna is the best thing there but I personally have yet to make it past the other entrees. The picatta with shrimp, pappardelle and chicken parmesan are fantastic. For dessert I recommend the cheesecake. The wine selection is decent and the service is pleasant. If it weren't across town I would be here every weekend.",Bria Bistro Italiano,6156468274.0,64.0,2015-10-13,"Nashville, TN",/biz/bria-bistro-italiano-nashville,5.0,54,"Washington, DC",Sid N.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,464.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,First visit and it was absolutely incredible!   The mozzarella sticks were certainly the best we have ever had.  The lasagna was freaking punch yourself in the face over the top.   The milk and cookies presentation was not exactly what we expected but the taste certainly exceeded our initial thoughts.  We will certainly make Bria part of our regular dining restaurants.  Well worth the trip from Franklin.  Great freaking job!!!,Bria Bistro Italiano,6156468274.0,3.0,2015-09-26,"Franklin, TN",/biz/bria-bistro-italiano-nashville,5.0,54,"Washington, DC",Steve G.,38.8949549,-77.0366456,35.1680139,-86.1084401,563.1786927308692,False,436.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,"I did not want to like this place. First, I loss the pre-game coin toss and had to foot the bill, second, it's a long drive from where I live in midtown, and third, I have been so disappointed with what passes for Italian cuisine since moving to Nashville, e.g. Demo's ""hey, let git some EYE-Tall-yun!""When we arrived we were promptly seated at a tiny table right next to the Ladies restroom. Strike four. I requested a new table, and from there our experience went from one star to four.As many have commented, the bread was...puzzling. Certainly not Italian bread, meh at best. Now the good stuff. Our waiter was terrific. The antipasto was fabulous. Well balanced, great flavors - 5 stars. The bruschetta was very good as well, but not the best coupling with the antipasto (too much goat cheese between the two). I had the chicken  saltimbocca. Very good but a bit on the salty side for my taste.  Excellent presentation though. She had the spaghetti. It was a a home run. One of the few times I've had Nashville Italian pasta that was properly cooked, 5 stars. We skipped dessert. The space is nice, that atmosphere was cool as well - a very eclectic crowd, if weighted towards the Ye Olde Steakhouse set. I thought the pricing was fair - two apps, two entrees, about $50. As I mentioned, we skipped dessert, and didn't imbibe. Would I drive all the way out here again? Maybe. If someone insisted on Italian food. I'd get the spaghetti.",Bria Bistro Italiano,6156468274.0,58.0,2015-02-16,"Nashville, TN",/biz/bria-bistro-italiano-nashville,4.0,54,"Washington, DC",Mike J.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,1442.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,"We live close to Bria but don't go very often because of the price.  The meals we've had there have been good enough that we don't begrudge the cost, but that is the reason we don't go regularly.Every dessert we've ordered has been a disappointment so we don't even try those anymore. With the exception of one bartender (one time) our service has always been awesome.",Bria Bistro Italiano,6156468274.0,21.0,2015-04-01,"Nashville, TN",/biz/bria-bistro-italiano-nashville,4.0,54,"Washington, DC",Joy M.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,369.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,Perfect for a neighborhood bistro.  great wine list.  salads are excellent.  great atmosphere,Bria Bistro Italiano,6156468274.0,5.0,2015-09-23,"Nashville, TN",/biz/bria-bistro-italiano-nashville,5.0,54,"Washington, DC",Mandy M.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,96.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,"Have loved this restaurant for years. However, it appears some changes r taking place. Our meal had very little sauce, which isn't that expensive. I started to explain that and another miscue to the manager on duty. All he wanted to do was give us free meals, not listen to the issue. I declined, because that was not my intention.Got a call today... New asst manager and new kitchen staff were on duty without the general manager. More training should correct the issue. We look forward to going back soon.",Bria Bistro Italiano,6156468274.0,5.0,2015-07-20,"Nashville, TN",/biz/bria-bistro-italiano-nashville,4.0,54,"Washington, DC",LJ J.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,507.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,"I expected Bria Bistro to close its doors but the place has been improving.  That is why I am upping my star count to A-OK.   The restaurant can feel a little claustrophobic at times, but the food is improving.   Because of the layout of the restaurant, it really isn't designed to be ""kid friendly.""  If you have kids under 10, I recommend taking them to the Applebees down the street.Having said that, there is no doubt that Bellevue/Pasquo is in desperate need of a new restaurant (nothing personal, Bria Bistro).  Ciao.",Bria Bistro Italiano,6156468274.0,45.0,2015-01-24,"Nashville, TN",/biz/bria-bistro-italiano-nashville,3.0,54,"Washington, DC",Tuck L.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,528.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,"I walked in not knowing how much I was going to spend. I LOVE Italian and enjoy cooking it. However my 2 person $120 meal was very disappointing. Salads were good. We both had Caesars and the dressing was perfect. The crouton was awful! It was so large you had to cut it, (have you ever tried to cut a crouton!?) and was seasoned with Cajun spices so it ruined the flavor of the dressing. Needless to say I only had one. Veal saltimbocca was no good, the balsamic had not been reduced and made my eyes water. Speaking of balsamic, since WHEN does it include balsamic!?? If you add a twist to a traditional, easy to follow recipe, do it well! The meat was also not very tender, at least for veal. My chicken piccata was more tender. I had the piccata and again a failure at a traditional and easy to make dish. Prior to ordering I asked if the artichokes were fresh because I hate the taste of canned artichokes and a lot of places will add it to add the tart flavor. The Server told me they were so either he was pushing the sale or uneducated because they were not fresh. The sauce was literally a broth/gravy packet mixed with lemon juice. I'm really not trying to be negative but there's no denying it, it was watered down McCormick mix and lemon juice poured over seared (clearly not dredged) chicken then topped with capers, pickled artichokes, and tomatoes (WHY TOMATOES). Overall it tasted ok, but I ordered PICATTA not some Italian Frankenstein chicken. It really bothers me going to a nice Italian place only to see the dishes butchered by someone ruining easy recipes. Don't call it PICATTA if that's not what you're going to make!The service was acceptable and most guests around us were getting good service, us not so much. However we were not dressed appropriately and we often get judged because we are younger. The patrons around were getting good service.Dessert was another fail. Tiramisu. My bf liked it because he's not crazy about coffee, and there was NONE in this! If you like rum and mascarpone cheese, this is for you!! It's funny because the mascarpone was high quality but not prepared properly and there was no custard at all. I had two bites, but ray devoured it. Overall this reminds me of a place that does things their way, but not well. Italian is so good, and easy that it's frustrating to order something that should be relatively the same everywhere. I give it two stars because the service is good, atmosphere is wonderful, and wine selection is great! I would come again for drinks and apps, not for Italian food. Which is funny to me haha",Bria Bistro Italiano,6156468274.0,3.0,2014-09-27,"Nashville, TN",/biz/bria-bistro-italiano-nashville,2.0,54,"Washington, DC",Ilisa W.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,2577.0,3.5,3.0,3.519230769230769
"8128 Hwy 100Nashville, TN 37221",3.5,The ginger pear martini is fantastic. The mussels are fresh & delish. I love the patio & for this fair skinned lady I appreciate the umbrellas. Dishes start at $10. They open at 4:30.,Bria Bistro Italiano,6156468274.0,31.0,2015-05-26,"Nashville, TN",/biz/bria-bistro-italiano-nashville,4.0,54,"Washington, DC",Mistye A.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,183.0,3.5,3.0,3.519230769230769
