restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.0,Best pad thai in DC,Great selection Asian food. The Pad Thai with chicken and shrimp is delicious. Ideal for take out if you are staying nearby at the Hilton and want a quiet meal in your room.,Banana Leaves Asian Restaurant & Sushi Bar,2,0,"September 14, 2015","Chester, United Kingdom",/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,5.0,56,"Washington, DC",Cara_on_vacation
4.0,Wonderful selection of Asian food hidden behind Dupont circle,"Large selection of dishes originating from various Asian countries like Japan, Malaysia, Korea, China, Thailand, singapore and others. Fantastic taste at very reasonable prices, very nice style decoration and furniture. Freshly made sushi up to order is highlight. Small place, wants to be found in 5min from Dupont Circle.",Banana Leaves Asian Restaurant & Sushi Bar,2,0,"September 10, 2015",,/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,5.0,56,"Washington, DC",Volker S
4.0,Dragon roll!,"I don't go for the ""pan Asian"" biz that DC embraces, mainly because the foods in these countries are so different that I don't believe bringing them together is a good idea for quality. The sushi at Banana Leaves is what they are best at. The dragon roll is to die for!",Banana Leaves Asian Restaurant & Sushi Bar,75,31,"August 26, 2015","Brooklyn, New York",/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,4.0,56,"Washington, DC",socioqueen
4.0,Asian food anyone?,"great place for lunch, everything was so fresh and yummy! Would definitely recommend this little gem.",Banana Leaves Asian Restaurant & Sushi Bar,5,2,"August 24, 2015","Lawrenceburg, Indiana",/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,4.0,56,"Washington, DC",Jo-Ann L
4.0,Nice sushi,"Tasty sushi
Got sashimi which was delightful
Enjoyed some wine (after being carded) we are 28 yrs old but i think this might be common practice in us of we didnt have our passports would have been disappointed.",Banana Leaves Asian Restaurant & Sushi Bar,29,9,"July 18, 2015",,/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,4.0,56,"Washington, DC",Irishvicki
4.0,Banana Leaves on the run,Got the food togo and took it back to my hotel. It was absolutely delicious and fresh. Will definitely dine in next time I am in town. Very impressed.,Banana Leaves Asian Restaurant & Sushi Bar,3,2,"May 7, 2015","Virginia Beach, Virginia",/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,5.0,56,"Washington, DC",annecraddo
4.0,Disappointed,I thought this place looked interesting. Price seemed right. Wilted lettuce salad. Whiskey sours that tasted like someone's strained dirty socks. So so fried rice. OK sushi. The others in my party enjoyed their dinner (except for the dirty socks whiskey sour). I do not plan on returning.,Banana Leaves Asian Restaurant & Sushi Bar,13,0,"March 13, 2015",DC,/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,2.0,56,"Washington, DC",BobDc
4.0,Great take-out,"I ordered take-out and had it delivered to my hotel. The staff I spoke to on the phone were knowledgeable of the menu items and helpful. Everything was fresh and tasty, and super affordable.",Banana Leaves Asian Restaurant & Sushi Bar,17,12,"March 11, 2015",,/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,4.0,56,"Washington, DC",stephds
4.0,Not so fresh sushi,"The dining is available upstairs and downstairs. The service upstairs was less than desirable. The sushi arrived very quickly, too quickly in fact. The rice was very dried out and stale. The sushi tasted like it had been in the refrigerator for the last six hours, which it probably was.",Banana Leaves Asian Restaurant & Sushi Bar,28,21,"March 5, 2015","Woodland Park, Colorado",/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,2.0,56,"Washington, DC",Tristan H
4.0,Great food,"Great food, and a great price for DC. It's tucked away, and well worth it. Food presentation was incredible as well.",Banana Leaves Asian Restaurant & Sushi Bar,14,10,"February 3, 2015","Bilbao, Pais Vasco, Spain",/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,5.0,56,"Washington, DC",Mackenzie M
