restaurant_address,restaurant_overall_rating,user_review,restaurant_name,restaurant_phone,user_num_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
"407 53rd Ave NNashville, TN 37209",4.0,"This is the place to go if you want a good, no frills breakfast.  The food comes out fast and the eggs are always cooked perfectly. If I go for lunch or dinner I just fill up on 3 or 4 side dishes.Service has always been good.",Wendell Smith’s Restaurant,6153837114,21 reviews,2015-04-18,"Nashville, TN",/biz/wendell-smiths-restaurant-nashville-2,5.0,43,"Washington, DC",Joy M.
"407 53rd Ave NNashville, TN 37209",4.0,Met a couple of friends here for a quick lunch.  Great place for some home cooked food.  Never had any bad food and service is friendly and fast.,Wendell Smith’s Restaurant,6153837114,7 reviews,2015-09-28,"White House, TN",/biz/wendell-smiths-restaurant-nashville-2,5.0,43,"Washington, DC",Darren M.
"407 53rd Ave NNashville, TN 37209",4.0,Pulled this up as a convenient place to stop on the way north. Turned out to be a good place as it was not far off the interstate and the food was fast and good! We had a meat and three and a breakfast omelet. The fried chicken was above average and all the sides were good. The sourdough roll was very good. Service was super friendly and efficient and it all added up to a solid four star rating for an old school diner!,Wendell Smith’s Restaurant,6153837114,493 reviews,2015-05-20,"Memphis, TN",/biz/wendell-smiths-restaurant-nashville-2,4.0,43,"Washington, DC",Chris M.
"407 53rd Ave NNashville, TN 37209",4.0,"I love the food here & the Alice's Diner style feel. The food is salty though so beware if your watching your sodium. The ham is the bomb though! I love to take out of town family here for a local ""flavor"". I bought some farm fresh blueberries on my way out today. FYI: No alcohol & management has a weird fixation about baggy pants I don't understand. I hope they aren't being racist but not sure.",Wendell Smith’s Restaurant,6153837114,61 reviews,2015-07-17,"Nashville, TN",/biz/wendell-smiths-restaurant-nashville-2,5.0,43,"Washington, DC",Jennifer L.
"407 53rd Ave NNashville, TN 37209",4.0,Do want comfort food? This is the place to be! Our good friend has been coming  here for over 30 years.Bbq pork is great!,Wendell Smith’s Restaurant,6153837114,29 reviews,2015-05-16,"Arlington, VA",/biz/wendell-smiths-restaurant-nashville-2,4.0,43,"Washington, DC",Geoff R.
"407 53rd Ave NNashville, TN 37209",4.0,"I don't give out one stars often. In fact, this will only be my 34th one-star review out of 423. Aside from friendly service, there is nothing else good to write.At the recommendation of the waitress, I ordered the roast beef. I am from Texas, and in my mind, roast beef is sliced. Instead, it arrived in the form of chopped beef with brown gravy on top. It looked like vomit, and the texture was that of canned tuna. As I chewed, the meat made a squeaking noise against my teeth, just like tuna. It was disgusting.I ordered three sides. The first was macaroni and cheese. While the mac and cheese was creamy, it lacked much flavor. Garlic powder would've gone a long way to spice up the dish. The mashed potatoes were hard, but not cold, upon arrival. This indicates lack of milk or cream. The turnip greens were so sour I couldn't eat them. It's a good thing I declined extra vinegar, which was offered to me after the food arrived. The dinner roll was probably the best part of the meal.I was appalled at the portion sizes, which were meager compared to most soul food restaurants. There should've been double the sizes, even at the cheap prices. I've eaten at numerous soul food restaurants across the nation, and by far, this is definitely the restaurant with the smallest size portions. So, at this point, due to taste and portion size, I would give two stars.Add a hot chocolate, and my bill was $10.50, pre-tip. That doesn't seem bad, but I left unsatiated. In addition, the food upset my stomach (a rarity on my travels), hence the one-star rating. My stomach was so upset that instead of running errands, I had to return to the hotel for an hour. Stay away!",Wendell Smith’s Restaurant,6153837114,669 reviews,2013-09-24,"Houston, TX",/biz/wendell-smiths-restaurant-nashville-2,1.0,43,"Washington, DC",Erin D.
"407 53rd Ave NNashville, TN 37209",4.0,Just eat here one time .... And you will b like us .... You will go back anytime u get the chance!  WONDERFUL FOOD!  Service is always good.  Price is right.  What's not to love!,Wendell Smith’s Restaurant,6153837114,4 reviews,2015-05-10,"Lebanon Junction, KY",/biz/wendell-smiths-restaurant-nashville-2,5.0,43,"Washington, DC",Linda K.
"407 53rd Ave NNashville, TN 37209",4.0,"The ex loved Wendell for their meatloaf. They do have some good breakfast sandwiches; love their crispy bacon, eggs sandwich and will run you about $4.XX or so. I've also had lunch here but was not impressed with their chicken and dumplings or any of their meat & threes. Their sweet potatoes are too sweet but their greens and pulled pork were bland.",Wendell Smith’s Restaurant,6153837114,216 reviews,2013-11-30,"Nashville, TN",/biz/wendell-smiths-restaurant-nashville-2,3.0,43,"Washington, DC",Casey H.
"407 53rd Ave NNashville, TN 37209",4.0,"During a time in Nashville where all of these specialty chefs open up their boutique restaurants where they charge $15 for a burger, it's nice to see places like this still around. This is my favorite meat n three in the city partly because it's so tucked away in an inconspicuous spot. No flair and needless advertisements for this place. They have their locals and like to keep it that way. Old school Nashville right here.",Wendell Smith’s Restaurant,6153837114,36 reviews,2015-01-30,"Nashville, TN",/biz/wendell-smiths-restaurant-nashville-2,5.0,43,"Washington, DC",Mike A.
"407 53rd Ave NNashville, TN 37209",4.0,Never disappoints.  Just like Mama makes.,Wendell Smith’s Restaurant,6153837114,64 reviews,2015-01-18,"Nashville, TN",/biz/wendell-smiths-restaurant-nashville-2,5.0,43,"Washington, DC",Victor F.
