restaurant_address,restaurant_overall_rating,user_review,restaurant_name,restaurant_phone,user_num_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length,user_rating_mean_for_restaurant_yelp,user_rating_mean_for_restaurant_yelp_local,user_rating_mean_for_restaurant_yelp_non_local
"5916 Morrow RdNashville, TN 37209",5.0,"I have been eyeing this place since I moved into the neighborhood a few weeks ago and finally went today.  So happy I did!  I had a bean/cheese pupusa, pork/cheese pupusa and a horchata drink.  Delightful!! I will be a regular of this place.  Very sweet staff and extremely reasonable with price.",Angel Latin American Restaurant,,1.0,2014-03-22,"Silver Spring, MD",/biz/angel-latin-american-restaurant-nashville,5.0,2,"Washington, DC",Becky C.,38.8949549,-77.0366456,38.9906657,-77.026088,6.626692030412591,True,300.0,5.0,5.0,5.0
"5916 Morrow RdNashville, TN 37209",5.0,"I went here today to spend a delightful afternoon with pork and cheese pupusas, which are flavorful, gooey, filling, and a steal at 2 bucks each. I am looking forward to our next date, pork and cheese pupusas.",Angel Latin American Restaurant,,14.0,2013-12-14,"Nashville, TN",/biz/angel-latin-american-restaurant-nashville,5.0,2,"Washington, DC",Adams C.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,209.0,5.0,5.0,5.0
"322 BroadwayNashville, TN 37201",3.5,"Nails the Jimmy Buffett vibe in the middle of downtown Nashville. Eclectic mix of live music, which was a very cool experience.A special shoutout to stilts-walker extraordinaire Natasha who's also a self-taught balloon artist. The hat you made me was one-of-a-kind. My parents and I were downtown for one night only, and you helped make it the best experience of the trip. Thank you!",Margaritaville,6152089080.0,3.0,2015-09-21,"Atlanta, GA",/biz/margaritaville-nashville-2,5.0,157,"Washington, DC",Brandon G.,38.8949549,-77.0366456,33.749098700000005,-84.39018490000002,542.0876431866226,False,383.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"Pros: Great GF options, awesome server, friendly service, affordable prices, short wait on a busy weekend night. Cons: food was just mediocre.",Margaritaville,6152089080.0,93.0,2015-06-10,"Zionsville, IN",/biz/margaritaville-nashville-2,3.0,157,"Washington, DC",Crystal K.,38.8949549,-77.0366456,39.9508733,-86.261937,498.71370006734065,False,142.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"Sat at the bar for dinner.  I had the shrimp wedge salad which was nothing spectacular.  The dressing that comes with it is very similar to thousand island... this is one of my pet peeves.  If it is a spade call it a spade.  I can't remember what fancy name they called the dressing on the menu but I was kicking myself for not asking what it was. It is thousand island, people!!!  YUCK.  The shrimp were pretty good but too greasy for them being blackened.  This wedge salad desperately needed some bacon on it.  And ranch dressing.  The lettuce wedges (3 of them) were obnoxiously huge.  Really who is going to eat all that?  They were so big there was no room left to cut them up on the plate.  And the capers were just out of place and weird.  Anyway...my friend is a vegetarian and ordered the veggie burger which looked a lot like a beef burger from my angle.  Luckily he checked it out before biting into it...  Not cool.  Wasn't impressed. The atmosphere was really loud.  I know it is Nashville but it was overbearing and the band wasn't all that great.  The bartender seemed to personally know the guy sitting next to me so I had to listen to her almost constant conversation with him which was her loudly talking (almost yelling) over the band.  It was annoying.",Margaritaville,6152089080.0,82.0,2015-05-07,"Ringgold, GA",/biz/margaritaville-nashville-2,3.0,157,"Washington, DC",Sarah S.,38.8949549,-77.0366456,34.91591,-85.1091173,524.2051953608302,False,1292.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"I went here with a big group of people, about 50-60. We were served buffet dinner with very generic food on it. Grilled chicken, grilled salmon, jalapeno mac & cheese, salad and corn. It got the tummy full but nothing to rave about, but what do you expect from a place that specializes in margaritas. The atmosphere was okay and the wait staff was good. Maybe the experience would be better visiting on my own, but for now, don't think that'll happen.",Margaritaville,6152089080.0,48.0,2015-10-13,"Memphis, TN",/biz/margaritaville-nashville-2,3.0,157,"Washington, DC",Steven M.,38.8949549,-77.0366456,35.1490215,-90.0516285,763.741793428088,False,451.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"Good venue,  Great food,  handicap assemble,  Great music.  I had the chicken quesadilla,  it came with guacamole,  Pico,  and a line flavored sour cream. Delish",Margaritaville,6152089080.0,22.0,2015-08-13,"Wilmington, NC",/biz/margaritaville-nashville-2,4.0,157,"Washington, DC",Annie A.,38.8949549,-77.0366456,34.2257282,-77.9447107,325.8912238934085,False,168.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"Great appetizer, and great drinks. Our server was extremely attentive abd friendly. The only down side was the overpriced everything. I got the a drink that was 10$  but in all honestly it was probably worth only 7, and it wasn't very big. On top of we got the pretzels as our appetizer and we only got 4 pretzels and 2 small sides of dipping sauce. The mustard sauce would have been better if it was honey dijon mustard instead of just plain mustard.",Margaritaville,6152089080.0,14.0,2015-10-14,"Jacksonville, FL",/biz/margaritaville-nashville-2,3.0,157,"Washington, DC",Monica H.,38.8949549,-77.0366456,30.3321838,-81.655651,646.0287497473273,False,452.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"We didn't eat here but all the food on the plates looked very good and had big servings, we just stopped in the check out the store and use the restrooms.",Margaritaville,6152089080.0,53.0,2015-08-30,"Huntingtown, MD",/biz/margaritaville-nashville-2,3.0,157,"Washington, DC",Tim T.,38.8949549,-77.0366456,,,,False,154.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"It's so terrible that I'm writing a review as I sit here. Awful service. Tables are so sticky. It took about 45 minutes to get our food. Food just came and my fries are cold and my bun is burnt. How do you screw up a chicken sandwich and french fries? Also, my margarita was all sour mix. Do not suggest. Go down the block to the Tin Roof instead.",Margaritaville,6152089080.0,22.0,2015-09-26,"Brooklyn, NY",/biz/margaritaville-nashville-2,1.0,157,"Washington, DC",Jenny A.,38.8949549,-77.0366456,40.6501038,-73.9495823,204.11520382720278,False,347.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"Atmosphere is fun. Service is excellent. Food is decent. I loved my burger and margarita. My group's enjoyment of their food was hit and miss. We had fun. I'm not sure if we will choose it again, because of the hit and miss food enjoyment. But if it opportunity came up I would try it again. After all I enjoyed my food and drink:0). Maybe we will enjoy it more as a whole next time.",Margaritaville,6152089080.0,38.0,2015-07-26,"Woodland, CA",/biz/margaritaville-nashville-2,3.0,157,"Washington, DC",Shanda O.,38.8949549,-77.0366456,38.6786109,-121.77332849999999,2390.382517984794,False,383.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,My friend and I had a horrible experience here. The chips and salsa were taken back twice because they were stale and tasted like thick stale uncooked taco shells. The 2nd time the waitress assured us the manager dolled out the next batch and they were the same yucky chips only these weren't warm. The margaritas are watered down and extremely pricey. I felt so giped that I couldn't wait to get out of there and find some place to get real food. We left starving and broke! The one star is for the location only. If I had Jimmy Buffets email I would tell him he needs to to get in there and sample some of that he would flip.,Margaritaville,6152089080.0,7.0,2015-06-06,"Hendersonville, TN",/biz/margaritaville-nashville-2,1.0,157,"Washington, DC",M.G. G.,38.8949549,-77.0366456,36.304773499999996,-86.6199957,555.0334180034542,False,627.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"Sat in open seating at the bar, purposefully picking a table near the large open window at the front of the restaurant. I came with my mother and we were looking for drinks and a quick bite to eat. We ended up going with the margarita flight and a quesadilla. The margaritas were amazing and the quesadilla was delicious. We ended up getting a second flight of margaritas because we couldn't settle on just one from the selection. Our waitress was sweet and attentive. She had a lot of recommendations both for drinks at Margaritaville and other places on the strip. Live music arrived about 20 minutes after we had and had a good sound and playful interactions with those in the bar. Our bill was approximately $50, which initially was shocking but I left happy, full, and feeling good from my drinks so it was worth it. Overall a nice experience; good drinks, food, and environment.",Margaritaville,6152089080.0,1.0,2015-07-16,"Indianapolis, IN",/biz/margaritaville-nashville-2,4.0,157,"Washington, DC",Jordan M.,38.8949549,-77.0366456,39.7683331,-86.15835009999998,492.17491396310663,False,884.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,A very crazy place! Very friendly bartenders and great music. We mostly had drinks but also the fried shrimps and it was amazing!,Margaritaville,6152089080.0,24.0,2015-07-11,"Nashville, TN",/biz/margaritaville-nashville-2,3.0,157,"Washington, DC",Josefin F.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,129.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"Venue: MargaritavilleDecor:   NiceService:   Pretty good, FriendlyEnvironment:   Pretty size restaurantFood:   Lot of options:  American, SeafoodPrices:   Not too badDebbie Downers:   This location, the beverages are slightly higher than the chains in the south and Caribbean islandsConclusion: All in all, Margaritaville is an excellent option to hang out on the town.  Lots of people, plenty of seating, place gets jammed pack.  Unique house beverages, good food and service.  Definitely a good chain to have right on Broadway in the heart of it all.Overall: B",Margaritaville,6152089080.0,647.0,2014-12-24,"Atlanta, GA",/biz/margaritaville-nashville-2,4.0,157,"Washington, DC",Steve B.,38.8949549,-77.0366456,33.749098700000005,-84.39018490000002,542.0876431866226,False,572.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,The food was good but a bit expensive.  The margaritas were fun and plentiful! The best part was the music! I'm in love with all the live music in the area. It was a Monday night and the main road was still alive it music when we headed back to our hotel around midnight. I can't wait to come back to Nashville!,Margaritaville,6152089080.0,43.0,2014-12-23,"Oklahoma City, OK",/biz/margaritaville-nashville-2,4.0,157,"Washington, DC",Micah C.,38.8949549,-77.0366456,35.4729886,-97.5170536,1151.7811582350027,False,312.0,3.3121019108280256,4.2,3.2828947368421053
"322 BroadwayNashville, TN 37201",3.5,"We are having a great time, good food, great drinks and best of all our waiter Jesse stevens. He is the best. Stop by and ask for him he will make sure you have a great time. Thank you Jesse Stevens!!!",Margaritaville,6152089080.0,4.0,2015-06-09,"Citrus Heights, CA",/biz/margaritaville-nashville-2,5.0,157,"Washington, DC",Dennette S.,38.8949549,-77.0366456,38.7071247,-121.2810611,2364.14216084423,False,201.0,3.3121019108280256,4.2,3.2828947368421053
