restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length
4.0,Consistently great food!,"This is one of my favorite restaurants in DC. I come regular with my family, and have also brought many guests here -- the food is fantastic! The steak tartare is the best we've ever had anywhere -- it comes with a huge serving of french fries, but you can switch to any other side. The creamed spinach and brussels...


More",Central Michel Richard,10,5,"October 14, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",graceinbeijing,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,325.0
4.0,Pre-theatre menu was suberp at a reasonable price,"However, the featured special (halibut) was tasteless. They did replace it quickly with the entree from the fixed price menu. Both the first course items and the deserts were incredible. Try the frisee salad and the homemade Kit Kat bar if they are still on the menu,",Central Michel Richard,4,0,"October 7, 2015",,/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,4.0,531,"Washington, DC",David N,38.8949549,-77.0366456,,,,,267.0
4.0,Great food,"My husband and I visisted this restaurant twice when we were in the D.C. area once for dinner and once for lunch. The atmosphere is more causal than we usually prefer for dinner however the food was so good we had to come back before we left D.C. The fried chicken was so good I ordered it both times we...


More",Central Michel Richard,24,10,"October 5, 2015","Allen, Texas",/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",Conniez972,38.8949549,-77.0366456,33.1031744,-96.6705503,1167.341296305602,False,313.0
4.0,"Great atmosphere, waitstaff and cuisine!","Fresh, flaky battered and fried white fish served with an awesome dill/mayo/dijon mustard/Worcestershire sauce and thin sliced french fries made this the best fish and chips I have ever had. The bread that is served before the meal is awesome!!!! Our waiter Ryan was super. Very,very busy at lunch but the staff works together beautifully to make your dining experience...


More",Central Michel Richard,216,96,"October 2, 2015","San Antonio, Texas",/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",Susan M,38.8949549,-77.0366456,29.424600199999997,-98.4951405,1387.0704010424195,False,379.0
4.0,My Favorite Restaurant in the World,"Big fan of Chef Michel Richard, watched him on TV with Julia Child. Went to this restaurant THREE times in a week. Enjoyed the Gougeres, Fried Chicken, Loup De Mer, Lamb Shank, Chicken Schnitzel, Fig Almondine, Lemon Eggceptional, Napoleon, Chocolate Bar, Celebration Cake and salad with beets, pear, feta and green beans. We had excellent service. Planning our next trip...


More",Central Michel Richard,2,0,"September 27, 2015","Boston, Massachusetts",/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",MLisa55,38.8949549,-77.0366456,42.3604823,-71.0595678,394.6971339457478,False,381.0
4.0,This is just a great place to have dinnner alone or with friends,We had a wonderful time here. Service and food was outstanding. Highly recommended. Also in a great location if you are staying west of the White House.,Central Michel Richard,144,69,"September 23, 2015",central missouri,/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",bobkat1955,38.8949549,-77.0366456,37.4650531,-90.3467838,730.6507443652429,False,152.0
4.0,Wonderful fried chicken !!!,"The restaurant was recommended by a friend. While it is stylish the menu had this dish which is usually a comfort food. What a take. I would go back for this dish and I would also eat the basket of cheese flavored bread as an appetizer. We were with friends and the evening was great. I would go out of...


More",Central Michel Richard,46,19,"September 14, 2015","New York City, New York",/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,1.0,531,"Washington, DC",Flyway2much,38.8949549,-77.0366456,40.730599100000006,-73.9865812,205.8262086077873,False,312.0
4.0,Stunning decor. Great food. Attentive service.,"2 visits, brunch and dinner, and two big thumbs up. Delicious food, yummy desserts, friendly and very (a little too much at times) attentive staff. Beautifully structured restaurant. Open space but for some reasons feels very private. I can see why people love this place.",Central Michel Richard,20,13,"September 13, 2015","Toulouse, France",/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",negroni68,38.8949549,-77.0366456,43.6044622,1.4442469,3943.8244315646953,False,272.0
4.0,Always a Good Choice,"Had the prix fix lunch, frisée salad, steak tartar, and chocolate bar. All very good. Another in my party had the fried chicken. That's one of my favorites. Lost count of the times I've been here and never disappointed. Always good.",Central Michel Richard,38,5,"September 11, 2015",,/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",TerryfromToledo,38.8949549,-77.0366456,,,,,233.0
4.0,Consistently good,"If I lived closer, I'd become a regular. Fourth time at this established Washington eatery, and each one has been memorable. Simply one of the best places to eat in the capital.",Central Michel Richard,327,95,"September 5, 2015","Baltimore, Maryland",/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",Philip S,38.8949549,-77.0366456,39.2908608,-76.61080729999998,35.63562299880662,True,177.0
4.0,Every meal excellent and Ryan was exceptional,"Chicken schnitzel, fish and chips, Cornbeef sandwich, and lunch special Salmon all were great and the gazpacho is to die for. .. Ryan was fantastic, attentive, efficient even in a crowded restaurant. ..",Central Michel Richard,6,2,"September 3, 2015",,/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,5.0,531,"Washington, DC",-Greg P,38.8949549,-77.0366456,,,,,202.0
4.0,"Nice food, hurried service","Nice long room, with quite a good atmosphere. Great gazpacho and peach melba but the service was hurried. Quite good overall, but not particularly memorable.",Central Michel Richard,11,2,"August 28, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,3.0,531,"Washington, DC",DMcG66,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,157.0
4.0,Too bad about the noise level,"Restaurant Week seemed a good time to visit this popular restaurant from celebrated chef Michel Richard. The special menu for the week offered something for every taste, and the food was imaginative, tasty and well presented.
Too bad that the visit was marred by the usual problem in today's restaurants: pain-threshold noise. The culprits are always the same: hard surfaces,...


More",Central Michel Richard,39,40,"August 22, 2015",dc,/Restaurant_Review-g28970-d639699-Reviews-Central_Michel_Richard-Washington_DC_District_of_Columbia.html,4.0,531,"Washington, DC",zitabb,38.8949549,-77.0366456,38.89366125,-76.98788315,2.630158432758043,True,385.0
