restaurant_address,restaurant_overall_rating,user_review,restaurant_name,restaurant_phone,user_num_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length,user_rating_mean_for_restaurant_yelp,user_rating_mean_for_restaurant_yelp_local,user_rating_mean_for_restaurant_yelp_non_local
"4663 Trousdale DrNashville, TN 37204",3.5,I frequent get lunch and dinner from Venitos.  The have very fresh Salads and there food is always warm and tasty.  For the price you can not go wrong.  They even deliver.  They catered a party for 125 people at my house in November and they did a great job!,Venito’s Pizzeria,6153337778.0,2.0,2015-02-08,"Nashville, TN",/biz/venitos-pizzeria-nashville-4,5.0,9,"Washington, DC",Damon S.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,262.0,3.6666666666666665,,3.6666666666666665
"4663 Trousdale DrNashville, TN 37204",3.5,"How this pizza place is this highly rated is beyond me. I ordered a pepperoni pizza, thin crust, well done. They got the thin part right but that's it. Dough was still very soft and mushy, there was approximately 1 slice of pepperoni per piece, and it might have been the most bland pizza I've ever had. Couldn't add enough parmesan and red pepper and spices to make it taste like anything at all. Ordered crispy wings that were soggy, and the hot is basically mild. Won't order again, only reason it isn't 1 star is because I didn't get food poisoning",Venito’s Pizzeria,6153337778.0,8.0,2015-05-26,"Brentwood, TN",/biz/venitos-pizzeria-nashville-4,2.0,9,"Washington, DC",Roger S.,38.8949549,-77.0366456,36.03256870000001,-86.7825235,570.5870208308653,False,552.0,3.6666666666666665,,3.6666666666666665
"4663 Trousdale DrNashville, TN 37204",3.5,The staff was very friendly and the service was excellent. We had the Greek Salad and the Cheeseburger pizza. The salad was very fresh and very good. 4 stars! The pizza was okay...the sauce needs more spice. It was rather tasteless.  3 stars.,Venito’s Pizzeria,6153337778.0,14.0,2015-03-27,"Owens Cross Roads, AL",/biz/venitos-pizzeria-nashville-4,3.0,9,"Washington, DC",Colleen M.,38.8949549,-77.0366456,34.5881461,-86.4588768,600.8743968313952,False,243.0,3.6666666666666665,,3.6666666666666665
"4663 Trousdale DrNashville, TN 37204",3.5,"We got take out calzones from this place last night. Yum!  I was skeptical because of the small, humble location and the fact that there was not a Yelp review.  Glad I felt adventurous. The chicken ranch calzone was one of the best things I've ever tasted.",Venito’s Pizzeria,6153337778.0,2.0,2014-09-16,"Nashville, TN",/biz/venitos-pizzeria-nashville-4,5.0,9,"Washington, DC",Abby T.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,258.0,3.6666666666666665,,3.6666666666666665
"4663 Trousdale DrNashville, TN 37204",3.5,"Ordered pick up. The staff was nice. They said 20 minutes it took 30. The food was very bland. Pizza was under cooked and didn't have enough sauce, ingredients were cheap tasting. Wings were over cooked and dry without enough sauce. No ranch or celery. After all even if the food was cooked right I don't think it would have even tasted good. I will not being going back.",Venito’s Pizzeria,6153337778.0,4.0,2014-12-14,"Nashville, TN",/biz/venitos-pizzeria-nashville-4,2.0,9,"Washington, DC",Dillon V.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,371.0,3.6666666666666665,,3.6666666666666665
"4663 Trousdale DrNashville, TN 37204",3.5,"Seeking an alternative to the chains, I've now picked up pizza here three times, and had a great experience each time.  Staff is very nice.  Pizza was hot, crispy, and tasty!  My new ""go-to"",  for take-out pizza that is close.",Venito’s Pizzeria,6153337778.0,1.0,2015-01-17,"Nashville, TN",/biz/venitos-pizzeria-nashville-4,5.0,9,"Washington, DC",Laron P.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,230.0,3.6666666666666665,,3.6666666666666665
"4663 Trousdale DrNashville, TN 37204",3.5,I'm a regular here since moving to the general area.  The wings and calzones are delicious.  Make sure to use the carry out specials cause they are a steal.  Delivery is always fast and courteous as well.,Venito’s Pizzeria,6153337778.0,3.0,2015-01-14,"Nashville, TN",/biz/venitos-pizzeria-nashville-4,5.0,9,"Washington, DC",Jon B.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,207.0,3.6666666666666665,,3.6666666666666665
"4663 Trousdale DrNashville, TN 37204",3.5,"Was a bit worried by the location, being next door to the Pure gas station, but the pizza was excellent.  Got the carryout special and it was crispy and delicious.  We will be back!",Venito’s Pizzeria,6153337778.0,2.0,2014-11-01,"Nashville, TN",/biz/venitos-pizzeria-nashville-4,5.0,9,"Washington, DC",Jason R.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,183.0,3.6666666666666665,,3.6666666666666665
"4663 Trousdale DrNashville, TN 37204",3.5,"Here's the deal.... If your idea of great Pizza is Papa Johns or Dominos in Nashville.... Order away.  If you are a true pizza lover and your idea of good pizza is Sal's, NY Pie in West Nashville, Five Points Pizza  or even more Sicilian style like Desanos or Bella Napoli..... You will be sadly disappointed that Crieve still has no great pizza.  This is identical in taste to Roma and other similar pizza joints with large menus.  Bad crust, bad sauce, cheap pepperoni..... I'm sorry but I'd take bowling alley pizza over this.",Venito’s Pizzeria,6153337778.0,1.0,2015-01-18,"Nashville, TN",/biz/venitos-pizzeria-nashville-4,1.0,9,"Washington, DC",J F.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,533.0,3.6666666666666665,,3.6666666666666665
"3131 Lebanon PikeNashville, TN 37214",3.5,"I have been eating at the Hermitage House Smorgasbord for seven years.  Great home cooking that is constant and always plentiful.  The staff is always friendly and responsive to request (love the meatloaf and catfish).  For you negative folks, keeping perspective is key.  This is a country place designed to be that way.  If you are looking for something better perhaps those places with $40 steaks is more aligned to your expectation.  See how well your $12 works there.  Continued success to the folks at ""the Smorg"".G.",Hermitage House Smorgasbord,6158839525.0,6.0,2015-09-12,"Brentwood, TN",/biz/hermitage-house-smorgasbord-nashville,5.0,26,"Washington, DC",gary w.,38.8949549,-77.0366456,36.03256870000001,-86.7825235,570.5870208308653,False,529.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"There's something about this place that takes me back to childhood, eating at my Grandmother's favorite restaurant. Family owned and operated, it does what it has for god knows how long and doesn't show any signs of changing. A rare bird indeed. Want to know more? Ask the owner- she's been there every time I've eaten and she rules that place with an iron Austrian fist (she said she's from Austria).  And it's good, too! My family are not buffet people, but there is something reserved and traditional about the selections. Standard southern fare here, complete with fried chicken. Every day.I'd be the first to say this place will not please everyone. Many of my friends wouldn't get the nostalgia that the Smorgasbord provides. Eh, more for me.",Hermitage House Smorgasbord,6158839525.0,40.0,2015-06-02,"Nashville, TN",/biz/hermitage-house-smorgasbord-nashville,4.0,26,"Washington, DC",Anthony S.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,749.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"We are at a conference and saw this as we were looking for a department store. So glad we decided to try it. It feels like you're at Grandmothers house. The food is really good and a good variety. The salad was very fresh also. The owner has a beautiful story of her life, also. I feel like I've had an enjoyable meal.",Hermitage House Smorgasbord,6158839525.0,59.0,2015-09-24,"Amarillo, TX",/biz/hermitage-house-smorgasbord-nashville,5.0,26,"Washington, DC",N L.,38.8949549,-77.0366456,35.2072185,-101.83382459999999,1389.4936456633084,False,318.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"This is the second time I have visited this restaurant, and I found them to be fantastic both times.  The food was hot and fresh.  The service was quick.  If your looking for a good southern style buffet this is the place to go",Hermitage House Smorgasbord,6158839525.0,9.0,2015-07-06,"Knoxville, TN",/biz/hermitage-house-smorgasbord-nashville,5.0,26,"Washington, DC",Joe A.,38.8949549,-77.0366456,35.960394799999996,-83.92102609999998,429.1440241885498,False,230.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,My eight year old said best chicken around 5 stars from him and us to. Great food. And trust me I'm fat.,Hermitage House Smorgasbord,6158839525.0,2.0,2015-09-19,"Hendersonville, TN",/biz/hermitage-house-smorgasbord-nashville,5.0,26,"Washington, DC",Scotty G.,38.8949549,-77.0366456,36.304773499999996,-86.6199957,555.0334180034542,False,104.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,They had a wonderful smorgasbord with great food. Everything I've tried in 3 visits were superb. The only item I could find was the crackers were broken in a huge bowl.We come here every trip to Nashville we make!,Hermitage House Smorgasbord,6158839525.0,1.0,2015-02-16,"Cincinnati, OH",/biz/hermitage-house-smorgasbord-nashville,5.0,26,"Washington, DC",Daryle J.,38.8949549,-77.0366456,39.1014537,-84.5124602,402.5502918458391,False,213.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"Gotta love an independent owned, small town feel, buffet restaurant.I attended a party here for a group I'm involved in, and I think pretty much everyone else in the many, many private rooms was as well.The buffet was better than expected, I am NOT a smorgasbord girl, but still had many of the anticipated shortfalls... mostly iceberg lettuce, the eggs were slightly frozen, and some of the veggies and hot item choices seemed a bit odd.  The roast beef was better than I expected, I must say, and they definitely had the variety.Was pleasantly surprised on the dessert bar, yes, there's a whole separate bar for that... to find two cobblers, banana pudding, a sugar free chocolate pudding, and the most fun of all... an ice cream freezer with all kinds of Purity treats... small little ice cream sandwiches, nutty buddies, ice cream cups (in case you want your cobbler a la mode, too).  I don't care who you are, or what the weather, that's just fun.It's not fancy, and I dare say they have not renovated or redecorated since they moved into this location many years ago, but that's OK.  It was the evening it was supposed to be, and hubby and I left feeling very stuffed and bloated - swearing to never eat that much again.",Hermitage House Smorgasbord,6158839525.0,299.0,2013-12-29,"Franklin, TN",/biz/hermitage-house-smorgasbord-nashville,3.0,26,"Washington, DC",Sarah B.,38.8949549,-77.0366456,35.1680139,-86.1084401,563.1786927308692,False,1229.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"One morning my husband and I were driving around looking for a new breakfast place and stopped in to the Hermitage House Smorgasbord. The place was pretty empty when we arrived and I'll admit that when I saw the outdated decor I had my concerns. However, my husband was hungry so we gave it a try. After getting our first dish people started arriving and we quickly realized that we were at least 30yrs younger than most of the other patrons. Our hopes for the food were also quickly diminished. Every item was mushy, bland, and overcooked. At one point my husband dowsed his entire plate with salt (I've never seen him do that before) and when I asked why he replied, ""so that I at least taste salt"". We couldn't get out of there fast enough. Oh and the $40 bill for breakfast for 2 people didn't help either.",Hermitage House Smorgasbord,6158839525.0,35.0,2014-04-30,"Nashville, TN",/biz/hermitage-house-smorgasbord-nashville,2.0,26,"Washington, DC",Kristina C.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,810.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"Still family owned and operated, a true American dream.  This is a true Smorgasbord and I am not sure how much longer places like this can compete to our fast paced lifestyles, so I try and patronize as much as I can.The food is plentiful and that is why you come here.",Hermitage House Smorgasbord,6158839525.0,296.0,2012-09-08,"Livermore, CA",/biz/hermitage-house-smorgasbord-nashville,4.0,26,"Washington, DC",Andy H.,38.8949549,-77.0366456,37.6820583,-121.76805309999999,2408.4573829023248,False,270.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"I would rather support these mom and pop places instead of Applebee's or Cracker Barrel.  Something for everyone! Fried or baked chicken, fried or baked fish, pot roast, great vegetables, collard greens, lima beans, carrots, salad bar, dessert, beverage. Friendly service. I would go here often if I lived nearby.",Hermitage House Smorgasbord,6158839525.0,163.0,2014-02-04,"Hamilton, MT",/biz/hermitage-house-smorgasbord-nashville,5.0,26,"Washington, DC",Driven W.,38.8949549,-77.0366456,46.2561815,-114.154642335142,1941.120788744871,False,314.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"The fried chicken is some of the best I've ever had!  Salad bar is fresh with lots of choices.  The pasta dish looked dried up an unappetizing.  If you stick with the chicken and mashed potatoes and canned veggies, you'll leave very happy for about $10.",Hermitage House Smorgasbord,6158839525.0,246.0,2012-08-03,"Falls Church, VA",/biz/hermitage-house-smorgasbord-nashville,3.0,26,"Washington, DC",John S.,38.8949549,-77.0366456,38.882334,-77.17109140000002,7.300261019237127,True,256.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"This is a family run business with home cooking style foods.  It's not fancy and the decor is not modern.....but it is good, basic food.  The service is fast since it is a buffet and my water and coffee cups were kept full.   Enjoyed it but it wouldnt' be a regular place for us to eat.",Hermitage House Smorgasbord,6158839525.0,510.0,2013-04-15,"Nashville, TN",/biz/hermitage-house-smorgasbord-nashville,3.0,26,"Washington, DC",Janette C.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,289.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,Restaurant is overrated and not worth the difference. If you drive a few miles Eastthere is a Golden Corral where the food is better and they respect there Sr. Citizenswith a discount. Hermitage smorgasbord does not support or recognize the contribution that our military or veterans gave either. Don't make the mistake we did.,Hermitage House Smorgasbord,6158839525.0,11.0,2014-01-19,"Mount Juliet, TN",/biz/hermitage-house-smorgasbord-nashville,2.0,26,"Washington, DC",Nick B.,38.8949549,-77.0366456,36.200055,-86.5186054,552.499286637459,False,327.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"Great food!! Thanks so much for making us feel at home. The owner meets you as you enter and immediately feel at home. Actual fried chicken that is moist and not greasy. Great spaghetti. Beef tips that melt in your mouth. Salad bar with all the trimmings. Real butter for your home made roll! Good coffee and iced tea. The meal, drink and desert are all included. One flat fee per person. Real home made food. Excellent!!",Hermitage House Smorgasbord,6158839525.0,3.0,2014-06-30,"Townsend, MT",/biz/hermitage-house-smorgasbord-nashville,5.0,26,"Washington, DC",Russell P.,38.8949549,-77.0366456,46.3190976,-111.5208023,1815.3678016160577,False,421.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"I can't help but love this place.  The food is hit or miss.  But, the real reason I love going is because of the history behind the owners.  Read their story and then go back for seconds!",Hermitage House Smorgasbord,6158839525.0,56.0,2013-08-26,"Nashville, TN",/biz/hermitage-house-smorgasbord-nashville,4.0,26,"Washington, DC",Catherine K.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,190.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"Our Assisted Living went to have lunch at The Smorgasbord today. What a disappointment!!! The owner and person working the cash register was so rude. She refused to give the correct change back and said she was keeping part of it for the tip and the next time we needed to have correct change. THERE WILL NOT BE A NEXT TIME!!!!! The staff that assisted the residents were treated poorly and the residents were treated the same. These are people that are from the area, and we visit mom and pop places for the service as well as the good food. It is a shame that not only the people trying to provide a quality of life for our elderly population received such horrible treatment but the residents THAT BUILT this country - our elderly population can be treated so badly and with such disregard, and people wonder what is wrong with our country. Go no further then The Hermitage Smorgasbord to get that answer.",Hermitage House Smorgasbord,6158839525.0,14.0,2014-10-10,"Old Hickory, TN",/biz/hermitage-house-smorgasbord-nashville,1.0,26,"Washington, DC",Rhonda H.,38.8949549,-77.0366456,36.259775299999994,-86.64777409999999,557.6244642832432,False,908.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"Buffets aren't my favorite eateries but I have been through a few over the years. How this one has made it since 19__ something I'm not sure. Maybe the selections and preparation was good at one time. Deep fried, canned and overcooked seems to define the menu. At $11 per each I'd much rather have spent less and eaten better at most fast food purveyors. I saw mostly local, old folks like me. Maybe they're savoring past memories.",Hermitage House Smorgasbord,6158839525.0,4.0,2013-08-15,"Nashville, TN",/biz/hermitage-house-smorgasbord-nashville,2.0,26,"Washington, DC",Ken B.,38.8949549,-77.0366456,36.1622296,-86.774353,566.7091028370305,False,431.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"Actually 3.5 stars.  It was a nice buffet.  Not a tremendous selection, but what they have is tasty.  I had the meatloaf and really enjoyed it.  Nice laid back place to eat without the grossness of large buffets.",Hermitage House Smorgasbord,6158839525.0,7.0,2013-07-11,"Tillatoba, MS",/biz/hermitage-house-smorgasbord-nashville,4.0,26,"Washington, DC",Donald C.,38.8949549,-77.0366456,33.9848352,-89.8967554,791.4271506663492,False,216.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,"Great Service and Delicious Food! Will definitely be going back!! I really enjoyed the Turkey & Dressing. I don't know what it is called, but the cake with chocolate fudge, pecans, and pudding on it is amazing. You will not want to stop eating! It's well worth the price!",Hermitage House Smorgasbord,6158839525.0,2.0,2014-03-23,"Madison, AL",/biz/hermitage-house-smorgasbord-nashville,5.0,26,"Washington, DC",Savannah B.,38.8949549,-77.0366456,34.7736807,-86.5675095,599.4123000687639,False,271.0,3.6153846153846154,3.0,3.64
"3131 Lebanon PikeNashville, TN 37214",3.5,It looks as though I'm the first person to review this in almost two years and I'm the only one with a not so raving review. Perhaps the food quality declined over time? I went here with my parents and was not impressed. I've been to better Southern restaurants around town and I think the people who come here do simply out of tradition.,Hermitage House Smorgasbord,6158839525.0,462.0,2011-08-29,"Denver, CO",/biz/hermitage-house-smorgasbord-nashville,2.0,26,"Washington, DC",Zeb M.,38.8949549,-77.0366456,39.7391536,-104.9847034,1492.6834111486821,False,338.0,3.6153846153846154,3.0,3.64
