restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length
4.0,I used to love this place until the Valet stole from me.,"I used to love Lauriol Plaza, I was a regular here but BEWARE. They hire thieves. Their valet is filled a bunch of crooks.
When you drop the car off at the front there is not a single sign that says they are not responsible for stolen belongings. Either ways, I made sure to hide away by bluetooth headphones, my...


More",Lauriol Plaza,7,1,"October 7, 2015",,/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,1.0,442,"Washington, DC",Saad T,38.8949549,-77.0366456,,,,,322.0
4.0,I always eat here when in DC,Salsa is smoky tasting and served warm with thin crispy crunchy chips. I always visit when in DC. Try their margaritas. You won't be sorry.,Lauriol Plaza,1,0,"October 3, 2015","Christiansburg, Virginia",/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,5.0,442,"Washington, DC",MrsLoJo,38.8949549,-77.0366456,37.1298517,-80.40893890000002,220.61621158958266,False,139.0
4.0,Amazing food and mojitos,The food is always hot and delicious and reasonable priced. I also like this place because it has food from many cultures including some from South America and Cuba. This place can get busy so you might want to call ahead.,Lauriol Plaza,27,10,"September 25, 2015",,/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,5.0,442,"Washington, DC",pusstahw,38.8949549,-77.0366456,,,,,222.0
4.0,Delicious!,"The restaurant was super clean, the waitstaff was really friendly and funny. My water glass was never less than half empty. The food was hot and fresh. Would definitely return!",Lauriol Plaza,8,3,"September 14, 2015",,/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,5.0,442,"Washington, DC",Alexa T,38.8949549,-77.0366456,,,,,176.0
4.0,Excelente! Seriously For Real!,"This NW DC hot spot is better than it has ever been. With a clean fresh partial remodeling and food that has improved so much over the past that I didn't even recognize the entrees. Start with the traditional Frozen Margaritas, the Strawberry and Lime Swirl is the best. Fresh chips and a great dip are served for each table....


More",Lauriol Plaza,16,5,"September 13, 2015",,/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,5.0,442,"Washington, DC",Guy R,38.8949549,-77.0366456,,,,,335.0
4.0,Sub par southwestern food,"Years ago we would visit Laurel Plaza and would always enjoy the dining experience. On our most recent visit I was sadly disappointed. We were interested in ordering Fish Tacos.Bad Move! the tacos had a small amount of fish, lettuce leaves instead of cabbage, little hot peppers (probably the best part of the dish). I ordered a beer and I...


More",Lauriol Plaza,15,3,"August 30, 2015","Chevy Chase, Maryland",/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,3.0,442,"Washington, DC",Rob Z,38.8949549,-77.0366456,38.99320720000001,-77.0743833,7.075875162147823,True,349.0
4.0,This place is excellent,"Delicious food, excellent service. This place is phenomenal. When I visit DC I always make it a point to eat here at least one.",Lauriol Plaza,33,9,"August 25, 2015","Philadelphia, Pennsylvania",/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,5.0,442,"Washington, DC",Philly700,38.8949549,-77.0366456,39.952335,-75.16378900000002,123.94015589510353,False,127.0
4.0,"Good food, slow service",Service is not something this establishment is known for. Thankfully the food quality and consistency is above average.,Lauriol Plaza,42,17,"August 19, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,4.0,442,"Washington, DC",Carlos S,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,119.0
4.0,DCs Mexican Dish Hotspot,"This was my 2nd visit and I must say, I love it. Its definitely a hot spot in the city. You can go with a group or alone and meet new friends. Known for their drinks but great Mexican style menu as well with great prices!. Try their sauteed chicken breast over mashed potatoes! The wait staff are comical yet...


More",Lauriol Plaza,20,4,"August 16, 2015","Raleigh, North Carolina, United States",/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,4.0,442,"Washington, DC",JudsonF2013,38.8949549,-77.0366456,35.7804015,-78.6390779,232.19273986783782,False,318.0
4.0,Great Lamb Fajitas!,"This place is hip, and vibrant. The food was good! It was crowded, and the wait was a little long, but the food did not disappoint. I had the lamb fajita, which arrived to the table sizzling and charbroiled. Excellent flavor and very tender. My wife had the chicken and beef enchiladas, which she said was tasty as well. If...


More",Lauriol Plaza,61,24,"August 11, 2015","Wilmington, North Carolina",/Restaurant_Review-g28970-d450445-Reviews-Lauriol_Plaza-Washington_DC_District_of_Columbia.html,4.0,442,"Washington, DC",Bryan B,38.8949549,-77.0366456,34.2257282,-77.9447107,325.8912238934085,False,333.0
