restaurant_address,restaurant_overall_rating,user_review,restaurant_name,restaurant_phone,user_num_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length
"210 25th Ave NNashville, TN 37203",4.0,Service was good. Food was salty. But I still enjoyed. Try their Brazilian cocktail. Delish!!,Texas de Brazil,6153200013,28.0,2015-09-02,"Nashville, TN",/biz/texas-de-brazil-nashville,4.0,43,"Nashville, TN",Michael B.,36.1622296,-86.774353,36.1622296,-86.774353,0.0,True,93.0
"210 25th Ave NNashville, TN 37203",4.0,"Well first of all, my family and I called in order to make reservations at 7:15. We showed up at out reservation time and gave the hostess the name we put it under earlier, and they said they didn't have us down at all. Then they seated us and a waiter came up and started addressing our table and then was rudely interrupted and intercepted by another waiter by saying ""I know my tables"". After he claimed our table, he then took our drink order and when we all ordered waters, he rudely said ""Bueller, Bueller, Bueller."" The best part of this meal occurred when my family and I got up in order to serve ourselves at the salad bar...During our waiters introduction, he said that he would bring cheesy bread, garlic mashed potatoes, and fried bananas during our meal. We then got one of the three sides. Then we asked for them twice when they didn't serve the rest of the sides. During the meal when the meats came around, my mom asked for medium rare and got a piece of meat that was cold to touch and purple when she cut into it. Once we'd finished all of our food, the absent waiter came to our table with the mashed potatoes and fried banana only for us to say we were done and wanted to see what deserts they had to offer. Granted, the manager came by and asked about the meal and we told them our experience. She then took $25 dollars off and provided a dessert and cheesy bread to go. However, the cheesecake wasn't even presentable. With all the things mentioned before, I urge you to not spend your time or money after having such a great experience in the Texas de Brazil in Memphis, TN.",Texas de Brazil,6153200013,3.0,2015-10-10,"Franklin, TN",/biz/texas-de-brazil-nashville,1.0,43,"Nashville, TN",Allison P.,36.1622296,-86.774353,35.1680139,-86.1084401,78.11414522602897,False,1597.0
"210 25th Ave NNashville, TN 37203",4.0,Got a Groupon and off we went! We went on a Monday evening where Happy Hour was still going (ends at 6pm). The buffet was nothing to brag about except they had a great selection of veggies. The lobster bisque was rich but it just didn't compare to some I've had in the past. All we had were beef and lamb. The lamb chops were delicious and the beef flank seemed to be the tastiest. The husband devoured the sausage. Wait staff was great! They didn't seem to rush you and actually gave pointers on how to pace yourself. Loved it!I had reservations for 5--- It was getting crowded as the day progressed. It's great for a family outing! My drink choice was the coconut caipirinha :),Texas de Brazil,6153200013,58.0,2015-08-17,"Hendersonville, TN",/biz/texas-de-brazil-nashville,4.0,43,"Nashville, TN",Jasmine M.,36.1622296,-86.774353,36.304773499999996,-86.6199957,13.074408478511913,True,679.0
"210 25th Ave NNashville, TN 37203",4.0,"If you're coming to Texas de Brazil, you know the drill. Eat light all day. Don't fill up on bread and potatoes. Be choosy. And most of all, eat well.A couple of other tips.Ask your server to bring some horseradish. Try a little bit on your beef.If they're serving lamb (leg or chops), get some mint jelly on it. You will thank me.Skip the beers, maybe have some wine. But the best drink will be soda water. Not Coke. Soda water. It's coke without the syrup. Just bubbles. Very helpful for digestion!Don't skip the salad bar. There are some real winners up there, including the beets, the mozzarella balls and the hearts of palm.Don't give up too soon. If you feel full, wait a little bit. You'll get a second wind.They sometimes have a Groupon posted where you can save $20 for two dinners.With the roast pork, try a bit of the plantains on your fork. Yum!On this particular evening, the service from our waitress was great and the gauchos were by often. Sometimes they checked that we had a red card displayed. Sometimes they did not.",Texas de Brazil,6153200013,5267.0,2015-07-18,"Charlotte, NC",/biz/texas-de-brazil-nashville,4.0,43,"Nashville, TN",Bruce K.,36.1622296,-86.774353,35.2270869,-80.8431268,339.68808459030623,False,1036.0
"210 25th Ave NNashville, TN 37203",4.0,"Texas de Brazil gives you everything you want, especially for the carnivore. Everything offered at the buffet is extremely fresh and flavorful. I always grab two plates. I add some rice with some onion ceviche on top, i grab a few pieces of sushi with their jalapeño infused soy sauce, and I grab shrimp ceviche as well.  don't forget to go back and grab a plate of lobster bisque soup!!! The soup is amazing and you have to dip your cheese bread in it, you won't regret it!! I sit down and place my second plate so that they can place the meat on a clean plate. My favorite meats are the Garlic Sirloin, Filet, Flank, and Picaña. I'll usually grab a sausage and a bacon wrapped chicken too. The wait staff is always attentive. If a meat you want isn't coming around you can tell your waiter and she will make sure they stop by. As do dessert I always go for the cheesecake, it's definitely enough to share and is super delicious. The Creme Brûlée is also really good!",Texas de Brazil,6153200013,41.0,2015-07-16,"Nashville, TN",/biz/texas-de-brazil-nashville,5.0,43,"Nashville, TN",Vince H.,36.1622296,-86.774353,36.1622296,-86.774353,0.0,True,973.0
"210 25th Ave NNashville, TN 37203",4.0,"I have been at Texas de Brazil 4 times now and feel confident in giving this place a solid 5 stars. I believe Texas de Brazil is a notch below Fogo de Chao but is the best of its kind in Nashville. It is definitely way better when compared to Rodizio. The service, the salad bar and  the meats are all very good. I would highly recommend this place to meat lovers.",Texas de Brazil,6153200013,94.0,2015-10-09,"Nashville, TN",/biz/texas-de-brazil-nashville,5.0,43,"Nashville, TN",mumin k.,36.1622296,-86.774353,36.1622296,-86.774353,0.0,True,365.0
"210 25th Ave NNashville, TN 37203",4.0,"I want to preface this review with the fact that I'm not a huge red meat eater. I've never went out & ordered a steak at a restaurant, I'm not sure why, I just enjoy chicken & seafood more. Why would I come to a Brazilian steakhouse that has men walking around with meat on skewers? Well I was invited to dine here with a restaurant reviewer, & I thought it would be something different to try. The restaurant is very nice. It's upscale but I don't feel like it's putting on airs about it. All the staff I encountered were very friendly. Our server was nice, but almost robotic in his description of the food & the concept. Speaking of the concept, you sit down & first are able to pick what you'd like from the salad bar. Then once your done you flip a red card over to green, this indicates to the meat men that you're in the market for some meat. I had a ""Brazilian Allure"" cocktail that had vodka but tasted mainly like cotton candy. It was super sweet. Too sweet for me. It was $12. Salad bar, I would call it more of a cold bar, they had lettuce yes, & dressing but other than that there isn't really anything that I'd put on a salad. They have artisan salami & cheeses, olives & even some hot rice & white wine sautéed mushrooms that were great. Onto the meat. I ate probably more than I should at the salad bar because I could've left then & been fine, but the meat was a calling. I could smell it. It's not hard to notice it because at any given point there isn't about 4-5 guys walking around with the stuff. This isn't a place to bring a vegan or vegetarian because the meat smell is everywhere. Along with the meat, your server brings you mashed potatoes & fried banana to ""cleanse your palate"" as he told us. I tried the flank steak, garlic beef, Parmesan pork chop, Brazilian sausage & another meat that I cannot remember. Everything was hot and tasted fresh. If I was a red meat lover I would've been in heaven, but I enjoyed trying it all. After you've stuffed yourself with meat, the server brings by a tray of the different cakes & pies they have. The dessert is the only thing you're allowed to take home with you. I sampled the carrot cake and the bananas foster pie. Both were good but I wasn't blown away by them. I suspect they aren't made in house. The price. For salad bar only its 24.95, & if you want the meat & the salad bar it's 44.99. I think it's pricy, granted it's all you can eat, but again, I'm not a huge red meat eater.",Texas de Brazil,6153200013,383.0,2014-12-17,"Nashville, TN",/biz/texas-de-brazil-nashville,4.0,43,"Nashville, TN",Billy H.,36.1622296,-86.774353,36.1622296,-86.774353,0.0,True,2457.0
"210 25th Ave NNashville, TN 37203",4.0,"I left the previous feedback on their corporate website. I received an automated response saying that should my comments warrant a response, I would hear back from them within 10 days. It's now been well over 10 days and I've heard from no one. Apparently, in their opinion, basically ruining my birthday because they could not get their act together, doesn't deserve a response. Even more reason to RUN, don't walk from this place if you have any inkling of going there. Never, ever again will I darken their door.",Texas de Brazil,6153200013,36.0,2015-09-08,"Nashville, TN",/biz/texas-de-brazil-nashville,1.0,43,"Nashville, TN",Mark T.,36.1622296,-86.774353,36.1622296,-86.774353,0.0,True,515.0
"210 25th Ave NNashville, TN 37203",4.0,"By giving my visit to Texas de Brazil 3 stars, I do not mean to imply that it was a bad experience, it just didn't blow my mind.  I've eaten at other Texas de Brazil restaurants before, with great relish, and we chose to visit the relatively new one in Nashville because the fiancé wanted to go there as his birthday treat.I highly recommend that you make a reservation, though the night we went it wasn't that crowded and the wait would have been minimal.  There is valet parking; the entrance is an inside door in a larger building with overhang.  It's upscale in decor and design, but you could wear jeans and feel comfortable.*The Good*-The Gauchos are awesome, and they come frequently.  The meat is good (sometimes a little over-salted), and mostly medium rare.  I cringed when I heard some folks at a table next us ask for only well-done meats.  What a miss!  You need to take their recommendation and eat it as-is.-The buffet was pretty extensive for salads, sides, charcuterie, cheeses, and soups like lobster bisque and Brazilian feijoada.  Good options.-Great wine list.  Brazilian cocktails too, the rest of the drink menu was what you could get anywhere.-Your meal comes with delicious little rolls that are very doughy (kind of like fried dough or potato bread), and side of yummy whipped potatoes and cinnamon-sugar fried bananas.  The bananas are great palate cleansers in between meats.*The Just Okay*-We waited at our table for a while (probably 5-7 minutes) before anyone came to take our drink order or greet us.  There were people who were seated after us who were served first; we felt a little forgotten!  Maybe our table was in one of those weird grey areas for server overlap?  Once we had a server, life was better.-Water was refilled quickly, but refills on drinks were more slow.  Again, maybe our table was in a weird spot?-The place is jam-packed with tables, meaning there are no natural paths to the buffet or restrooms.  You have to kind of crabwalk your way around other diners to get anyplace.  They should remove a few tables or rearrange things within their space.-There are only two stalls in the small women's bathroom, without much space for ladies to queue up.  You always need more stalls in a women's bathroom.-I signed up for the restaurant e-mails a while back, and I received a $25 off dinner for two coupon. Cool, right?  Imagine my embarrassment when I whip it out at the end of the meal and find it's not good on weekends.  Read the fine print, Aubrey.  Womp womp.  Not their fault, but worth mentioning to those who might make the same error.-The shared valet was understaffed for a Saturday night.  Again not the restaurant's fault I guess, unless they could pay more to hire an additional driver.Expect to spend $50/pp on food alone, not including drinks and tips.  It is also obviously not a great place for vegetarians.  Back when we used to frequent churrascarias like this a few years back, we lived in an area that didn't have a lot of great culinary/foodie options, so Texas de Brazil was a special destination.  While it is a fun experience, I think I'd rather spend that kind of money at other local Nashville restaurants instead.  But if my fiancé wants to come here to celebrate something, I won't say no.  I'm sure it will remain consistent and tasty.",Texas de Brazil,6153200013,155.0,2015-02-21,"Franklin, TN",/biz/texas-de-brazil-nashville,3.0,43,"Nashville, TN",Aubrey W.,36.1622296,-86.774353,35.1680139,-86.1084401,78.11414522602897,False,3343.0
"210 25th Ave NNashville, TN 37203",4.0,"At our favorite restaurant and starting off with a drink, looking forward  to an overload  of meat can't  wait.Yummy so delicious.",Texas de Brazil,6153200013,25.0,2015-05-04,"West Des Moines, IA",/biz/texas-de-brazil-nashville,5.0,43,"Nashville, TN",Vivian M.,36.1622296,-86.774353,41.56453370000001,-93.7595281,529.5315664858908,False,133.0
