restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.5,Addictive!,"I was in Columbia Heights and famished. A friend dragged me here to eat when she told me it was reasonably priced and good. After eating there once I probably went back 2 or 3 more times in a 7 day period. Not only is the food really good, but the portion sizes are quite generous. Staff is also very...


More",El Rinconcito II,51,20,"July 7, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d3242831-Reviews-El_Rinconcito_II-Washington_DC_District_of_Columbia.html,5.0,6,"Washington, DC",amergalinpretoria
4.5,Great salvadorian cuisine in CoHI,"Fantastic hole in the wall authentic salvadorian food two blocks from the Colombian heights metro! The pork and cheese papusas were authentic and delicious, and the enchiladas were excellent. My dining partners enjoyed their food as well, everyone gave it two thumbs up! Highly recommended!",El Rinconcito II,145,35,"October 1, 2014","Arlington, Virginia",/Restaurant_Review-g28970-d3242831-Reviews-El_Rinconcito_II-Washington_DC_District_of_Columbia.html,4.0,6,"Washington, DC",JPlatner
4.5,Amazing Salvadorean Food,"This food has all the comfort of homemade latin food: flavorful, fresh, and plentiful. The roasted plantains are always perfectly crisped on the outside and soft and sweet on the inside, and served with sour cream to balance the sweetness. The breaded steak with pico de gallo was seared nicely and the breading wasn't too thick. And the pico de...


More",El Rinconcito II,78,29,"December 17, 2013",Baltimore,/Restaurant_Review-g28970-d3242831-Reviews-El_Rinconcito_II-Washington_DC_District_of_Columbia.html,5.0,6,"Washington, DC",jmart134
4.5,Savory Salvador : ),"Excellent service. Great for either eat-in or take-out. You feel like you're in south america, even down to the Telenovelas on tv. Tasty food, reasonably priced.",El Rinconcito II,62,25,"November 7, 2013","Washington DC, District of Columbia",/Restaurant_Review-g28970-d3242831-Reviews-El_Rinconcito_II-Washington_DC_District_of_Columbia.html,5.0,6,"Washington, DC",Sacred-Valley-Girl
4.5,A little bit of latin heaven in DC,"First I have to say we litterally went in for a ""bite or bit"" to eat...in Columbia Heights...So we got papusas, tamales and plantains...margaritas. The papusas were wonderful but the tamale (chicken) was really heaven. The corn meal/bread covering melted in my mouth. The restaurant serves Salvadorian food in a basement row house, with brightly colored walls and furnishings. The...


More",El Rinconcito II,62,36,"August 2, 2012",connecticut,/Restaurant_Review-g28970-d3242831-Reviews-El_Rinconcito_II-Washington_DC_District_of_Columbia.html,5.0,6,"Washington, DC",seesgurl
4.0,Vietnamese food at it's best,"It has become a routine for me to stop by at this home style restaurant after watching a movie at Cinema Uptown.
Every meal that I had was always satisfying.
My favorite is the Saigon style Soft -Shell Crab, deep fried, sautéed with garlic, ginger, jalapeños and served on bed of lettuce salad with lemon pepper dipping sauce.
Try also...


More",Nam-Viet Pho 79,5,0,"October 9, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d481105-Reviews-Nam_Viet_Pho_79-Washington_DC_District_of_Columbia.html,5.0,45,"Washington, DC",Alfredo E
4.0,Delicious Food and Comfortable Atmosphere,"This inconspicuous family run restaurant serves wonderful Vietnamese and Thai food in a friendly and efficient way. Vegetables, fish, seasonings all blended well and lent themselves to a relaxing evening with friends. It should also be noted that the prices are reasonable.",Nam-Viet Pho 79,83,44,"September 23, 2015","Vienna, Austria",/Restaurant_Review-g28970-d481105-Reviews-Nam_Viet_Pho_79-Washington_DC_District_of_Columbia.html,4.0,45,"Washington, DC",BillandKathy27
4.0,Tip added in for a party of 4???,"We stopped here after a morning at the zoo. Dh had the pho, but when it arrived they were out of cilantro and basil, which was disappointing. Dd has won ton soup which tasted unacceptably iodine-y to her. I had vermicelli with lemongrass beef which was the best meal on the table. Ds had grilled chicken on vermicelli and he...


More",Nam-Viet Pho 79,50,50,"August 27, 2015",Halifax Nova Scotia,/Restaurant_Review-g28970-d481105-Reviews-Nam_Viet_Pho_79-Washington_DC_District_of_Columbia.html,2.0,45,"Washington, DC",noelx4
4.0,Worth the Metro Ride to Cleveland Park,"Nam Viet is not really convenient to much of anything, but it is well worth the Metro Ride out to Cleveland Park, as it serves up maybe the best Thai and Vietnamese food in the District, in a casual environment, and at very reasonable prices.",Nam-Viet Pho 79,213,92,"July 9, 2015","Colorado Springs, Colorado",/Restaurant_Review-g28970-d481105-Reviews-Nam_Viet_Pho_79-Washington_DC_District_of_Columbia.html,4.0,45,"Washington, DC",Holokauahi
4.0,An old standby,"After a day at the National Zoo, we walked up the street to a place we've been to a few times before, Nam Viet. It doesn't look like much, but we've always been happy with the food and the service. I had canh chua, a tamarind based soup. It was delicious, full of fresh vegetables and pieces of salmon -...


More",Nam-Viet Pho 79,46,25,"July 2, 2015","Catonsville, MD",/Restaurant_Review-g28970-d481105-Reviews-Nam_Viet_Pho_79-Washington_DC_District_of_Columbia.html,4.0,45,"Washington, DC",catonsviller
4.0,Great Food!,"Having been to Vietnam earlier this year and thoroughly enjoying the fresh food on our trip, this little place pleased us thoroughly. A great neighborhood restaurant, staff is friendly. We didn't have reservations, and were seated easily, but we also were there about 5:30 p.m. on a Thursday. Diners were coming and going nicely. I had the chicken and shrimp...


More",Nam-Viet Pho 79,90,33,"March 24, 2015","somers, nY",/Restaurant_Review-g28970-d481105-Reviews-Nam_Viet_Pho_79-Washington_DC_District_of_Columbia.html,4.0,45,"Washington, DC",karen k
4.0,Hidden Vietnamese Gem in Cleveland Park,"Not sure how I missed this place after living in the area for two years, but my family and I were rewarded with a delicious meal that included Crispy Spring Rolls to start, Chicken Pho and Lemongrass Beef on Rice and on Rice Noodles. Get the rice noodles if you want a more authentic taste. And don't forget to add...


More",Nam-Viet Pho 79,150,57,"January 25, 2015",,/Restaurant_Review-g28970-d481105-Reviews-Nam_Viet_Pho_79-Washington_DC_District_of_Columbia.html,4.0,45,"Washington, DC",Derek F
4.0,Great,Just had a lovely bowl of Pho Bo and it was delicious. Very good service and cheap as chips. Will make it a regular when in Washington.,Nam-Viet Pho 79,6,0,"January 7, 2015","Blaxland, Australia",/Restaurant_Review-g28970-d481105-Reviews-Nam_Viet_Pho_79-Washington_DC_District_of_Columbia.html,5.0,45,"Washington, DC",Steve W
