restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length
4.5,Lunch Visit,"Huge portions but long lines and limited hours (lunch time) made us visit twice before getting our Gyro Fix. Pictures on the wall suggest they are popular with DC Leadership, but were suprised that the meat wasn't off skewer and seemed more bland. Most of the family unable to finish the huge gyro.",Greek Deli,221,118,"August 25, 2015","Appleton, Wisconsin",/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,3.0,38,"Washington, DC",TravelerG8,38.8949549,-77.0366456,44.26113370000001,-88.40676040000002,694.9412758407431,False,298.0
4.5,Delicious Food. Friendly People,"Brought the family here during our trip to DC. There was a line out the door, but it moved quickly. The folks inside were very friendly and patient as our kids ordered.
Plan on getting your food to go. We were fortunate enough to get one of the few tables outside, but most folks ordered take out.
The food was...


More",Greek Deli,47,12,"August 23, 2015","Waco, TX",/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",Surge_of_Power,38.8949549,-77.0366456,31.549333,-97.1466695,1241.6686545143352,False,320.0
4.5,Incredible food. Huge portions.,"This place is a lunch institution, and rightly so. Kebabs are a solid option - tasty and cheap.
The real gems are the variety of other hot options they have. You will definitely have to stand and wait for a while to get served, so use the time to look at the menu and take in the smells and order...


More",Greek Deli,72,46,"August 11, 2015",UK,/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",Reviewer101Uk,38.8949549,-77.0366456,54.70235450000001,-3.2765752999999997,3487.0641298791293,False,306.0
4.5,Delicious Greek Food with HUUGE portion sizes.,"This place is a DC classic takeout. Don't let the line out the door scare you. The place is small so there aren't that any people waiting inside and the line moves quickly.
Kosta serves up some delicious traditional Greek dishes. Pastitio, Moussaka, lemon chicken, lamb, pork, you name it. The sides are always good and the bread is home...


More",Greek Deli,13,11,"August 3, 2015",,/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",Dino P,38.8949549,-77.0366456,,,,,347.0
4.5,the absolute BEST luch spot in DC,"Having lived in DC for 5 years, I have to say that there is no better place for a delicious (and even healthy) lunch than Greek Deli. The owner, Kostas, who is originally from Greece, wakes up early every day to prep the freshest ingredients. The line moves fast so wait it out and try the amazing gyro or the...


More",Greek Deli,9,5,"June 11, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",capechic08,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,319.0
4.5,Everything is fantastic,"I've been coming here for a few years. Everything I've ordered has been really, really good. The owner is friendly, but a character. The line is ususally long around 12-1 so go a bit early or a bit late. But remember, there is a reason the line is long. This place is fantastic.",Greek Deli,7,0,"June 10, 2015","Alexandria, Virginia",/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",Bear B,38.8949549,-77.0366456,38.8051095,-77.0470229,6.222766826830365,True,278.0
4.5,"Great main dish, skip the sides","I ordered the Gyro, with side dishes Orzo with feta and dolmades. The gyro was delicious and I would highly recommend it. It was very hearty too. I felt pretty full. The orzo with feta came without feta and was lukewarm. The dolmades didn't have very much flavor. But if I could go back, I would, and I'd just try...


More",Greek Deli,18,7,"March 20, 2015",,/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",Jennifer M,38.8949549,-77.0366456,,,,,323.0
4.5,10+ years of being a loyal customer,"My ""secret"" is out now that my friends and colleagues insist that we get take out from the Greek Deli. I have been coming here for more than 10 years and Kosta (the owner) has supplied the same attitude and great food for a long time. The line may be long but it moves fast. There is no inside seating...


More",Greek Deli,10,18,"December 19, 2014",Maryland,/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",EsquireMan,38.8949549,-77.0366456,39.5162234,-76.9382069,43.182162956949426,True,311.0
4.5,the long lines are evidence,"Greek Deli is mostly for take out and catering. And it is the best. Last time I was there they were preparing a catering order for the White House. Gorgeous golden brown hunks of potato and the best thickest spanakopita you can imagine. I try to get there at 11:30 or around 3 when the line is short or not....


More",Greek Deli,11,2,"October 21, 2014","Washington DC, District of Columbia",/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",pondee,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,317.0
4.5,High expectations met,"Read about the Deli on Trip Avisor, so we expected a great experience. Well, the line was there, moved quickly, and the food was outstanding, just as we expected. My wife had a Tuna/feta sandwich which was both quite tasty and large, and my 'side' of hummus was delicious. couldn't as for anything more, aside from dry weather so we...


More",Greek Deli,15,5,"September 25, 2014","strrafford, Nh",/Restaurant_Review-g28970-d1140792-Reviews-Greek_Deli-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",kwnh,38.8949549,-77.0366456,,,,,342.0
