restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.0,Family-friendly and everyone has a choice of food,"Cafeteria style restaurant with reasonable prices, and lots of choices. Great for family and everyone can choose the type of food they want. The food was very good.",Capitol Cafe and Salad Bar,8,7,"October 14, 2015","Wesley Chapel, Florida",/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",Carolyn M
4.0,Convenient. Many food choices and lots of healthy options.,"We stopped in after our Capital Tour. It is cafeteria-style, clean, lots of variety and many healthy food options. Not super inexpensive, but in a reasonable price range.",Capitol Cafe and Salad Bar,11,2,"October 12, 2015",San Diego,/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",DynamicDeebytheSea
4.0,Not too bad,"Not bad especially if your tour ends around 12:30 and you are hungry and it's raining outside. I had the cod and rice and it wasn't too bad. Husband had a burger and he liked the meat but the bun was very dry. Brother-in-law had the chicken sandwich and enjoyed that. We all shared a piece of carrot cake and...


More",Capitol Cafe and Salad Bar,196,80,"October 1, 2015",Springfield,/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",MeryMeCo
4.0,Fresh Ingredients,"We decided to eat here after checking out the salad bar. All the food was very fresh. We all chose to get the salads and chicken soup. All the salads, or ingredients were very good. The chicken soup was even better. I don't know if the pasta was fresh, or what made the difference, but the soup was very tasty....


More",Capitol Cafe and Salad Bar,15,2,"September 27, 2015","Pearland, Texas",/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",rdlop
4.0,Good Value and selection,Impressed with the quality and range of food at competitive prices. A welcome sit down during our tour,Capitol Cafe and Salad Bar,71,33,"July 27, 2015","Kent, United Kingdom",/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",Brighton47
4.0,Suprisingly Good,"We had a 1:10 tour and didn't eat beforehand, so we walked right over to the cafe. There are many, many stations with a variety of foods so everyone was happy. The kids' meals are a good value and the desserts were to die for... a great way to save time while touring the capital.",Capitol Cafe and Salad Bar,64,53,"July 22, 2015",Scottsdale AZ,/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,3.0,38,"Washington, DC",laul0005
4.0,Sủprise,I usually avoid museum food but the Capitol has a terrific variety and fair prices. I very much enjoyed a pulled pork sandwich.,Capitol Cafe and Salad Bar,6,0,"July 18, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",Larry G
4.0,A quick and easy quality lunch while at the Capitol,"When you first enter it is a bit confusing what you are supposed to do if you are a newbie. But, the food is really well prepared and diverse. It is fast and affordable. You might get to see someone famous that you admire and respect like I did when former Senator Ben Nighthorse Campbell came over and introduced himself...


More",Capitol Cafe and Salad Bar,99,34,"June 29, 2015","Fort Morgan, Colorado",/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",ShariMcMinn
4.0,WAYYY over priced,"Food was average, but not bad. Cost nearly $50 for two kids and one adult. Cafe itself was not dirty, but it felt unkept and unclean. To
pay $50 was insane.",Capitol Cafe and Salad Bar,6,5,"June 25, 2015",,/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,2.0,38,"Washington, DC",Brandon R
4.0,Convenient and good food,Food was good and averagely priced for DC. Lots of choices and because it is cafeteria style everyone can get what they want. Plenty of seating..great way to eat lunch and still have time for the tour.,Capitol Cafe and Salad Bar,229,156,"June 20, 2015","Orlando, Florida",/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",proudteacher5
4.0,Surprisingly good,"Well done, enough choice, plenty of tables, not expensive. It did exactly what it was supposed to do.",Capitol Cafe and Salad Bar,46,7,"April 24, 2015","Aberdeen, United Kingdom",/Restaurant_Review-g28970-d5494603-Reviews-Capitol_Cafe_and_Salad_Bar-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",SheltieBeltie
