restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length
4.0,Get you pr BBQ on!,"Came for dinner with family. This is real deal BBQ. Good size portions. Great cocktails, beer selection, etc. Terffic, friendly service. We had the smoked wings and Burnt Ends for starters - awesome! Then on to the sliced brisket, pulled pork, and dry rubbed Saint Louis ribs. There are a variety of sauces on the table to sample - try...


More",Fat Petes,12,4,"October 12, 2015","Avalon, New Jersey",/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",JARME,38.8949549,-77.0366456,39.101225,-74.71766219999998,125.63242132203803,False,345.0
4.0,So so BBQ,Fatty chopped brisket.Creamy Cole slaw fair but not very much flavor and baked beans just okay.nice atmosphere. but not great,Fat Petes,25,3,"September 26, 2015",,/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,3.0,38,"Washington, DC",Rgr1085,38.8949549,-77.0366456,,,,,125.0
4.0,GREAT BBQ,"Pros: I'm a HUGE BBQ fan. This place was AMAZING! I got the 4 meat platter just so I could try as much of the incredible food as possible. Everything was 'fall off the bone' tender, the sauces were phenomenal, the sides and portions were generous and the wait staff were professional, quick and funny as well.
Cons: I do...


More",Fat Petes,10,1,"September 23, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",irishmdc,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,330.0
4.0,Back To Fat Pete's....Much Improved,"Dinner and Lunch both proved tasty with Good BBQ (especially for Washington DC). Price was right for beverages and food. Recommend Pulled Pork, Brisket and hush puppies. Greens also recommended as a side. Mac and Cheese side is fair. Good service. Can be noisy (perhaps quieter on second floor); recommend front window seat tables on the first floor.",Fat Petes,384,124,"September 22, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",jrjojo,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,350.0
4.0,Local Flavor,"Went with my son and girlfriend-she had eaten here before since they live in Maryland-short walk from the metro-great atmosphere with lots of TV's -good mix of bar and restaurant crowd-service was fair- I don't like waiting 5 minutes for a beer but no big deal-food was very good especially the coleslaw and onion strings-I had the beef brisket and...


More",Fat Petes,14,4,"September 18, 2015","New Bern, North Carolina",/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",robert m,38.8949549,-77.0366456,35.108493100000004,-77.04411429999998,261.1086794106449,False,358.0
4.0,Nice Ribs,"A good rib spot.
Not too close to the centre of DC but worth the trip.
The sides are very tasty. I had fried onion strings, coleslaw and mashed potatoes. This, two glasses of red wine, and half a rack of ribs came to $47 including tip.",Fat Petes,239,77,"September 17, 2015","Palmerston North, New Zealand",/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",Lee S,38.8949549,-77.0366456,-40.354244,175.6134125,8678.49478217724,False,235.0
4.0,One word...AMAZING,"We took the more level walk to the zoo Cleveland Park. Finished the zoo visit and we were hungry. Stopped in at this little place and man oh man did we hit the jackpot! Loved the BBQ, the sauce, the waffle fries, the yummy tea and the dessert. I highly recommend this place.",Fat Petes,40,11,"September 6, 2015",,/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",Anna C,38.8949549,-77.0366456,,,,,274.0
4.0,Decent BBQ,"Walked here from the Omni Hotel. Looked like a cool place from the street so we walked in. The male hostess was talking with someone at the bar. So we felt like idiots standing there forever waiting to be greeted. We sat down ordered drinks. Came in cool mason glasses. Ordered burnt ends to start and they were ok. Then...


More",Fat Petes,21,9,"August 27, 2015","El Paso, Texas",/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,3.0,38,"Washington, DC",TurboDreams,38.8949549,-77.0366456,31.8111305,-106.5013493,1725.75408072208,False,330.0
4.0,Excellent BBQ in DC,"Enjoyed this BBQ place very much. Excellent quality and a great selection. Loved the ribs, veggies, sides and sauces. A busy and pleasantly animated place but the service was excellent, friendly and quick.",Fat Petes,10,4,"August 18, 2015","Grenoble, Rhone-Alpes, France",/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,4.0,38,"Washington, DC",Zavs,38.8949549,-77.0366456,45.182478,5.7210773,4089.181141359073,False,205.0
4.0,BBQ Before movie,"Went here for dinner before the mission impossible show across the street. We drop in no reservation, the place was quiet but it was monday night. My friend had the grilled cheese and i had the belly buster sandwich with hush puppies - delicious and calorie laden but worth it. with two ice tea and an app less than $50!!...


More",Fat Petes,279,93,"August 16, 2015",Cayman Islands,/Restaurant_Review-g28970-d6889287-Reviews-Fat_Petes-Washington_DC_District_of_Columbia.html,5.0,38,"Washington, DC",CaymanGreg,38.8949549,-77.0366456,19.5417212,-80.5667132,1349.6120185514724,False,331.0
