restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.0,Meh.,"Was starving and looking for reasonably priced, and close to hotel by convention center. Also, needed good vegetarian choices.
The curry puffs are scrumptious.
However, I ordered the pad Thai jae...very disappointed. No flavor. Veggies overlooked. Noodles were boring. The peanuts didn't even really have flavor. Meh.",Absolute Thai,3,1,"October 14, 2015",,/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,3.0,80,"Washington, DC",egriffeth
4.0,Had to go back twice,This is an absolutely fabulous Thai restaurant. We went twice this week because the first time was so delicious. My wife and I ordered 2 appetizers and 1 entre and we're more than satisfied. We'll be back next time. Picture of authentic Thai iced tea.,Absolute Thai,4,1,"October 11, 2015",,/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",Chris T
4.0,Absolute Thai absolutely amazing!,Absolute time is the only Thai restaurant in Chinatown that I will go to it is amazing atmosphere great service and wonderful food very affordable right across from the Verizon Center they have been a friend to the DC Superior Court providing cooking class to court employees and have been wonderful consistently in their food and service.,Absolute Thai,8,2,"October 2, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",Monica S
4.0,Amazing noodles,"$10 lunch special. HUGE noodle bowl. We had Thai Street noodle bowl and Tom Yum Gai Sub noodle bowl. 2 bowls would have fed three of us easily but my son wanted fried rice, which was also delicious. Must visit again!",Absolute Thai,7,2,"September 17, 2015","Raleigh, North Carolina, United States",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",Caroline C
4.0,"This truly is ""Absolute Thai!"" Delicious food spoken here.","I believe tourbooks that I use, or at least read them hoping for the truth of a restaurant having food and service that as good as the reviews I might read. Lonely Planet was accurate!
The outside decor is unassuming. Absolute Thai is on the edge of Washington's Chinatown. It does though, deserve your attention, if you are hungry for...


More",Absolute Thai,37,7,"August 26, 2015","Freeport, New York",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",John K
4.0,A nice find near the Verizon Center,"I have passed Absolute Thai about a million times in my treks to the Verizon Center and never stopped in. I recently went with my two nieces and we very much enjoyed our meal. It's fairly standard Thai food. Good portions and spiced to order. They have a lot of veggie options. The service was efficient and the space surprisingly...


More",Absolute Thai,221,88,"August 12, 2015","Olney, Maryland",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,3.0,80,"Washington, DC",alliecat2842
4.0,Absolutely fabulous,"Very authentic, spicy and delicious.
A nice small restaurant run by family. Conveniently located near Verizon center and gallery station. All four of us loved our dinners.
Try it you'll be glad you did... Especially if you like spicy!",Absolute Thai,29,8,"July 17, 2015","Roxboro, North Carolina",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",NSB343
4.0,Amazing restaurant,"One of the best Thai Restaurant in DC. Decent food, attentive staff, good prices and big portions. Will definitely come back !",Absolute Thai,5,4,"July 11, 2015","Almaty, Kazakhstan",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",Abylay F
4.0,When you need your Thai fix,"I love Thai food and was excited to spot one near work. I was a little disappointed after I ate there. However, my friend loved it. Rice they served was of poor quality. Yes, rice quality matters in a Thai restaurant! I only ate there once, but I am afraid to try again especially having to pay $20 for lunch...


More",Absolute Thai,13,8,"July 8, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,3.0,80,"Washington, DC",hokies_k
4.0,"Excellent and good value, autyentuc and spicy",Really good thai foid. Very authentic. Spice levels were thai standard. Jungle curry very hot (and I like very spicy food). Area and surroundings good. Service good. Would go back ever time.,Absolute Thai,37,18,"July 6, 2015","Dunfermline, United Kingdom",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",Robert S
4.0,Early dinner before concert,"DELICIOUS Thai!! Food was fresh and delicious. We had pad Thai, shrimp masaman curry, and duck and lychee. All were prepared well. Staff was lovely and attentive. Water refilled every time our glass was low! Would recommend to a friend!!",Absolute Thai,13,6,"July 6, 2015","Trumbull, Connecticut",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",bethandlouis
4.0,Early dinner,The food was excellent and service was great. Unfortunately my wine glass had 3 lipstick stains on it but the server was very gracious about taking it away and bringing back a clean glass.,Absolute Thai,152,33,"July 6, 2015","Auckland, New Zealand",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,3.0,80,"Washington, DC",megang989
4.0,Very good Thai food,"Stopped here while visiting DC. Very authentic Thai food and very nice atmosphere inside. I had the pad Thai which was one of the best I have had. Had bit of egg on top which sounds weird but added nice flavor. My son got the pad se ew. He liked it. I tried it and have had better but you...


More",Absolute Thai,49,18,"July 1, 2015","Macomb, Michigan, United States",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",Tigerfan0_0_12
4.0,Very friendly owner and good food,"We were really looking for some good Thai food, and here's where we landed (in the evening). We were fortunate to get street parking as we arrived on an evening where there was no event taking place at the Verizon center. The owner (Yeo) was very helpful and guided us in terms of parking. Being vegetarians, they were very accommodating...


More",Absolute Thai,30,5,"June 28, 2015","Basking Ridge, New Jersey",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",AgrawalAnuj
4.0,Good Thai,"Semi-hidden on the quiet side of the MCI/Verizon/soonsomethingelse Center, this place serves very nice Thai food. It looked fresh and tasted excellent. Potion size is just right. Quick service, and very decent pricing considering the location.",Absolute Thai,133,63,"June 22, 2015","Lorton, VA",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",kbpneacl
4.0,Great Place!,"We stopped in on a whim and were pleased that we did. I ordered the Siam Punch and it was one of the best drinks I've ever had! I had the Massama Curry and really loved it, it was just right and a really good portion. Anything more would have been too much. My wife had the eggplant and asked...


More",Absolute Thai,41,29,"June 11, 2015","Vernon, Canada",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",Jordan P
4.0,Pleasantly surprised.,"We were tired of waiting in the long line at Daikaya next door, so we decided to eat at Absolute Thai instead. Was concerned that the Thai restaurant was empty and the Ramen shop next store was so busy. But we were pleasantly surprised by the tasty Thai meal. I had curry with beef and bamboo shoots. It had a...


More",Absolute Thai,167,58,"May 26, 2015","Allentown, Pennsylvania",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",creativecrew
4.0,Terrific food; great service; wonderful prices,"We've been eating there before almost every Washington Capitals game for several years. The food is excellent, as is the service, and the prices are exceptionally reasonable. If you don't like spicy food, just let the wait staff know your preferences. I can't recommend avoiding anything, because everything we've ever eaten there is superb. It's across the street from the...


More",Absolute Thai,147,67,"May 24, 2015","Rockville, Maryland",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",Charley44
4.0,Amazing!,"Great place! The outside is not the greatest looking, but once we went in, it was packed full and the food was delicious! Definitely try the drunken noodles!",Absolute Thai,8,2,"May 19, 2015",,/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",BNSamson
4.0,Good lunch near Chinatown,"Using Trip Advisor ""nearby"" feature, my group of 4 colleagues settled on lunch earlier this week. We were very hungry and fortunately, the restaurant could accommodate us immediately. The restaurant appeared very clean and was fairly busy. We sat at a comfortable table and the service was very efficient. I ordered some type of crispy beef appetizer which was tasty....


More",Absolute Thai,34,15,"April 25, 2015","Plano, Texas, USA",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",Robert C
4.0,Great Red Curry!,"My husband and I wanted to try Daikaya, which is literally around the corner, but they had an hour and a half estimated wait time. We had just got into town (tourists) and wanted food ASAP. We looked at the corner and saw this cute little Thai place and said ""WHY NOT?!"" This was a GREAT decision. We love Thai...


More",Absolute Thai,15,3,"March 27, 2015","Cottondale, Alabama",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",Shauna W
4.0,Good not fantastic,"went here for dinner after searching for Thai / Indian in DC centrally located. Arrived before my dinner guest, we ate at the bar. Selection is adequate and really well done. service was very attentive. The dishes were reasonably priced and servings were decent, not huge. Spring rolls were deep fried and hot, but really oily. The main courses were...


More",Absolute Thai,140,25,"March 8, 2015","Saint Paul, Minnesota",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,3.0,80,"Washington, DC",Brando62
4.0,Good Thai near Capitol,"Absolute Thai is located in an older building directly across from the Verizon Center. In my search, it was the closest Thai restaurant I could find near the Capitol in NW Washington. Upon arriving the house was full with all seats taken and I stood a long time before being recognized. Several parties who came in after me, left because...


More",Absolute Thai,65,54,"January 26, 2015","Des Plaines, Illinois",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",USACityPlanner
4.0,Loved the food,Some of the best Thai food I've eaten. The satay was not all smushed together but was light and very tasty. Some of the dishes can be a bit spicey hot.,Absolute Thai,40,25,"January 24, 2015",Los Angeles,/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,5.0,80,"Washington, DC",Ellen0417
4.0,Good choice for after game or show.,We decided to try this place after a recent Wizards game. It is literally across the street from the Verizon Center. We chose 2 apps-satay and shrimp with shredded cabbage; we also ordered the tofu eggplant. Each dish was delicious and service was great.,Absolute Thai,7,5,"December 28, 2014",,/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,4.0,80,"Washington, DC",Sylvia S
4.0,"1st Time Bland, Will Have to Try Again!","We love thai food and decided to try out Absolute before the hockey game on Saturday. It wasn't that busy when we arrived but filled up fast. We found the service to be slow, our food was served later than some of the patrons that arrived after us....the server was friendly, polite and apologetic for the delays. The Shrimp Spring...


More",Absolute Thai,234,72,"November 10, 2014","Ellicott City, Maryland",/Restaurant_Review-g28970-d1602562-Reviews-Absolute_Thai-Washington_DC_District_of_Columbia.html,3.0,80,"Washington, DC",PHLee7ca
