restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.5,Best burger ever...,"I had the traditional burger - and honestly I've never had a burger this tender, delicious, and just right! Ever. Everyone should go. Just do it.
The only downside is that you only get a burger. There are no fries, chips or anything you can order on the side. But the burger can and does stand alone. Just order a...


More",Duke's Grocery,16,2,"October 7, 2015","Boston, Massachusetts",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",blue3baby99
4.5,Much better places to go in DC,Fairly priced and has a nice patio area. Food was pretty standard. Sandwiches are not served with sides. Staff was not friendly and refused to split the check. The server also refused to let my friend add pickles to his sandwich. Instead he was told he could buy a bowl of pickles (appetizer portion for $5.99) and add them himself.,Duke's Grocery,22,13,"September 16, 2015","Mebane, North Carolina",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,2.0,40,"Washington, DC",Gypsi H
4.5,BEST BURGER,"So we ate here because we found the place just googling ""best burger Washington dc"" and took a chance. Was rly so worth IT. Best burger ive ever had. For real.",Duke's Grocery,2,0,"September 3, 2015",,/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",Albin R
4.5,Duke's Grocery and Restaurant,A great place to go in Washington DC just off DuPont Circle. Good burgers and specialty sandwiches a variety of drinks and beverages and a eclectic crowd. Perfect for people watching and having a drink after work.,Duke's Grocery,16,5,"September 1, 2015","Atlanta, Georgia",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",JW1ATL
4.5,A Must When In DC!,"My wife and I were up in DC for our daughter's graduation from her graduate studies. We were told to meet her and a couple of graduating friends at Duke's. Wow! this is a neat place to eat. It's casual dining, though we did see a couple of coats and ties at the bar on a Thursday evening. Great food...


More",Duke's Grocery,57,23,"August 29, 2015","Juno Beach, Florida",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",JunoBeachCPA
4.5,"Rude servers, good food","Two different servers bumped into me without so much as an ""excuse me,"" not to mention an actual apology. Sorry that your restaurant is crowded, but it might not be for much longer if you're this rude.",Duke's Grocery,148,89,"August 24, 2015","Washington, DC",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,3.0,40,"Washington, DC",MikeMfromWashDC
4.5,"Yes, the burger is THAT good","When my son told me he finally found his favorite burger I was a bit skeptical but he was right! The burger is really that fantastic and the other sandwiches are pretty good too. As many have mentioned, it gets crowded and noisy and there are no backs on the chairs so this is not a place to really lounge...


More",Duke's Grocery,25,20,"August 15, 2015","Naperville, Illinois, United States",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,4.0,40,"Washington, DC",Jill L
4.5,Amazing Eats,"I have ventured to Duke's Grocery three times and with every visit I fall in love more and more. The ambiance is casual and hip. I have eaten inside and outside, both locations were very accommodating and fun. The staff does everything they can to make everyone comfortable. The servers know the menu very well though the menu changes daily...


More",Duke's Grocery,13,5,"August 15, 2015","New York, United States",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",Linda W
4.5,Great food and drink options,Went there a few times when I'm in DC. The food is always good and drinks are strong and tasty. Place can get very crowded as it is a very popular spot in Dupont Circle area. Crowd is mixed and fun. its loud. Will recommend it for sure!,Duke's Grocery,2,0,"August 10, 2015",,/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",DFZ15
4.5,Fantastic burgers,"This is the go to place for burgers and other casual fare in DC. It's friendly, fun and delicious. The menu is small, but what they serve is very, very good. They do it right, with good quality ingredients and creative food.",Duke's Grocery,70,25,"August 2, 2015","Palm Springs, California",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",Joel S
4.5,Best Burger I've Ever Had,"I am a bit of a burger snob...if it is not juicy and sloppy, I don't want it. I ordered the Proper Burger and it was delicious! I was a little afraid of the sweet chili sauce (I don't like spicy), but it turned out to be perfect.",Duke's Grocery,3,0,"July 22, 2015","Athens, Georgia",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",Nicole W
4.5,Interesting eclectic good quality,Casual warm good quality good variety clientele professional make you feel comfortable from the get go,Duke's Grocery,33,10,"July 13, 2015","Gladwyne, Pennsylvania",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,4.0,40,"Washington, DC",Vinit K
4.5,Great Food but Really Loud and Staff Unfriendly,"As a group of 7 people we called in advance to reserve a table and when we actually arrived they put us upstairs, right next to the extemely loud speakers and the AC. When we asked them to turn both a little down they refused to and walked away.
On the other hand, the food was really good and I'd...


More",Duke's Grocery,87,29,"July 7, 2015","Sankt Polten, Austria",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,4.0,40,"Washington, DC",Alexander A
4.5,The best burger in Washington,"I was searching for the best burger in Washington and I am confident I have just found it! What I liked about it is that you do not get to choose from several options and you don't get to build your burger - It is just as the cook wants you to have it. The meat was tasty, the combination...


More",Duke's Grocery,51,39,"July 2, 2015","Vienna, Austria",/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",Ohad H
4.5,Beautiful presentation,Stopped in here for lunch on Sunday and had a delicious meal with friends. We all ordered different dishes and they were beautifully presented. Great service as well. DC has so may wonderful places to eat this is another one I will go back to,Duke's Grocery,77,32,"July 1, 2015",fort lauderdale,/Restaurant_Review-g28970-d6776146-Reviews-Duke_s_Grocery-Washington_DC_District_of_Columbia.html,5.0,40,"Washington, DC",vetgirl69
