restaurant_address,restaurant_overall_rating,user_review,restaurant_name,restaurant_phone,user_num_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
"540 Opry Mills DrNashville, TN 37214",3.0,This was only my second time ever going to a Dave&Busters!!  The place is awesome for kids and adults alike. The food was very good! The burger was a bit off in taste so my son didn't eat it but the chicken quesadilla was very good!! Our waitress was super friendly and talked to us as friends not customers. She made sure we were taken care of and never wanted for anything. The kids had a blast paying games and running around. The prices for everything there is very reasonable. I would defiantly go back with the family.,Dave & Buster’s,6159703800,41 reviews,2015-06-22,"Oldsmar, Tampa Bay, FL",/biz/dave-and-busters-nashville,5.0,97,"Nashville, TN",Deb P.
"540 Opry Mills DrNashville, TN 37214",3.0,This was a joyful experiance with my wife and side chick. Our waitrees was nice (but a lil stoned ). Chicken tenders were overepriced but fine. Mac & cheese was was dryer than my mouth in court on felony charges. Tots were great but they wont let you carry them around( then why do they have a handle )..I'll be back dough,Dave & Buster’s,6159703800,1 review,2015-09-26,"Shepherdsville, KY",/biz/dave-and-busters-nashville,3.0,97,"Nashville, TN",Brandon Y.
"540 Opry Mills DrNashville, TN 37214",3.0,"Geeks Unite!In a mission to embrace our awesome-inner-geek we went to D&B for the Dance Dance Revolution (DDR). ----Slight Pause for a DDR Sidetrack:For all you DDR fans out there, ddrfreak.com is out of date for Nashville. We attempted Tusculum Lanes (bowling alley off of Nollensville) first, thinking it would be cheaper than D&B. Sadly, the DDR machine is no longer there and their arcade is super tiny. Back to D&B...We did not eat here so my 4 star rating is of the arcade only. Their pricing was a bit weird. They advertises prices for ""chips"" but their machines list prices in ""credits."" Weird discrepancy, but just know chips = credits. Arcade was fun like always. They've got a few older games (DDR, skee ball, water racing game), but most are new and relevant to the times. Occasionally games give you attitude - beware the skee ball machines: balls go missing - but there's helpful employees around to fix & give you free play.The Nashville City Saver has great coupons. (2) $20 worth of chips for $10; free $5 card; 1/2 off bowling. D&B usually offers deals for signing up for their emails too. Check it out to save yourself some dough. The fun here adds up quick!",Dave & Buster’s,6159703800,42 reviews,2015-01-25,"Little Elm, TX",/biz/dave-and-busters-nashville,4.0,97,"Nashville, TN",Carly B.
"540 Opry Mills DrNashville, TN 37214",3.0,"My 11 year old is having a blast right now the food is mediocre at best, but the service has been great. Plus the child is going crazy. We've had a good time tonight.",Dave & Buster’s,6159703800,13 reviews,2015-09-30,"Nashville, TN",/biz/dave-and-busters-nashville,4.0,97,"Nashville, TN",Sarah A.
"540 Opry Mills DrNashville, TN 37214",3.0,"If I could give this place no stars I would. This place is not at all ""adult friendly"" as one expects from their commercials. There are kids running around everywhere and the arcade area has a limited selection of games. Furthermore, we made the mistake of sitting in the bar area and ordering food since the UT Vs. Georgia game was on and we wanted to watch it. All four of us were hungry so we ordered the spinach dip and chips while we waited for our entrees; we eventually had to ask where our spinach dip was after 40 minutes of wait. Our spinach dip arrived 30 minutes later along with our luke warm entrees. The waitress, who took 10-20 minutes to do anything, pretended this was normal and we asked to speak to the manager. She informed us that the appetizer would not be found in our bills, but that we could still keep it if we wanted. Overall, this was a horrible experience, with mediocre food, atrocious service from a server named Kechia, and a long wait; we were there almost three hour ( almost two of those hours were waiting for food and then eating). To make matters worse, we had to wait 20 minutes just to pay our bills and then receive change because the waitress just vanished. One of us even had to go to the bar at one point and point blank ask her for change for the 100 dollar bill that she didn't bring when she came back with our credit cards. In the end, I understand that it was Saturday and they were busy, but there really was no excuse for how bad this experience was.",Dave & Buster’s,6159703800,7 reviews,2015-10-13,"Greeneville, TN",/biz/dave-and-busters-nashville,1.0,97,"Nashville, TN",Ana B.
"540 Opry Mills DrNashville, TN 37214",3.0,"While it's not the normal sized D&B, it's a great place. I had their Phil cheese steak sandwich and was very impressed. The service was also great as well.....from the waitress to the Mgr. Next time I'm in Nashville, definately coming back!",Dave & Buster’s,6159703800,3 reviews,2015-10-03,"Port Neches, TX",/biz/dave-and-busters-nashville,5.0,97,"Nashville, TN",Marvin C.
"540 Opry Mills DrNashville, TN 37214",3.0,"Running late to the Opry we thought we'd just get there then find a place to eat, and cringed when we realized our closest fastest option was Dave & Busters.When we walked in the hostess said there's a 35 minute wait to dine which we explained wouldn't work because we were in somewhat of a rush.  She apologized but right before we walked out my friend just asked her if we could eat at the bar and she said yes there's two bars just go up to one of them.  Not sure why she wouldn't have informed us of this option.  So we went to the bar and found a spot right away.The atmosphere was cool and nothing like the D&B in Wauwatosa.  This place was massive.   It had bowling, private event rooms, a few sports bars, dining areas, and obviously games galore.Like I said before, we cringed at the thought of coming here to eat because we had a long night ahead of us and didn't want to eat junk food.We were relatively surprised that there was some healthy options on the menu.  One of my friends ordered the Cabo Chicken ""Two 5 oz. flame-grilled chicken breasts, lightly seasoned and grilled, topped with pineapple pico de gallo and served with spicy rice and steamed fresh vegetables."" and my other friend ordered some Mediterranean Chicken Dish, I opted for the Mac & Cheese (super healthy right?). The food came out pretty quickly, which was good considering our time restraint.   When the food arrived it looked great and picturesque.  Like meals you would get from a nicer place like Cheesecake Factory or something.And to our surprise the food was actually good.  My friends let me tried their chicken dishes, both their chicken was moist and cooked perfectly.   A great tasting chicken dish cooked well from Dave & Busters?  We were in somewhat of a disbelief.  Here we were expecting just crappy bar food, not fancy chicken entrees and when we ordered we had no expectations of them being good.  And they were.  The mac & Cheese meal was great as well, with crispy breadcrumbs on top.When you think Dave & Busters the last thing you would think of is a place to go for a nice classy meal.  Sorry for stereotyping you Dave & Busters.To assume is to make an a__ of you and me.   Dave & Busters made me feel that way.   Perhaps this was just the one in Nashville, but my perspective on D&B is severely altered.",Dave & Buster’s,6159703800,255 reviews,2014-10-20,"Seattle, WA",/biz/dave-and-busters-nashville,4.0,97,"Nashville, TN",Brad K.
"540 Opry Mills DrNashville, TN 37214",3.0,"The only thing we really enjoyed on our visit was the arcade. Was it pricey? Yes. Were there a lot of random children running about screaming? Yes. Was the food worth it? Hell to the no. At first we were going to eat then play the games but when coming in from the Opry side (not from inside the mall itself) it can be confusing. There was a long line almost to the door but it wasn't for the restaurant portion, just for game cards and access to bowling. The hostess stand is to the left of this line and was empty so we just decided to go to the arcade. Thankfully I had an old D&B card so we could skip activation fees. They have a lot of games and pricing ranges depending on the game. Some weren't worth the credits but some, especially skee ball, are inexpensive credit wise. We did encounter quite a few games that were broken or didn't work properly but there were a few employees on the floor to help with such situations, thankfully. I will say it is very chaotic most of the time and people leave drinks and cups everywhere, including on the game machines. The bar/ arcade eating area was busy and was only bussed once that I saw. When we finally decided to put our names down for the restaurant the wait was not terrible, probably 15 minutes instead of the quoted 30. And this is where the fun stopped. The dining experience itself was not good. The menu is huge and incredibly too long to actually look over every single item before ordering. I went ahead and indulged in a happy hour half off cocktail, the Purple People Eater. The server was nice enough to put in two before HH ended so I could receive the discount for both. The drinks were okay, tasting mostly of HPNOTIQ. For dinner my boyfriend and I both had burgers. He had the Maker's Mark BBQ burger while I had the South Philly Burger. He said his was a little too sweet but enjoyed the sweet potato fries (which were an up charge of course). My burger was okay but was lacking in the onions/peppers combo that it boasted in the menu. My biggest problem with the burgers was the fact we were asked how we liked them cooked, both of us saying ""medium rare"", however the burgers were obviously frozen and there was no way they could have gotten them medium rare from what it looked like. Service was lackadaisical and she seemed to be kind of lost the entire time. I asked for water (sans lemons as I have a citrus allergy) multiple times and when she finally brought it, there were TWO lemon wedges in it. Honestly, by that time I had given up on it and just wanted the check so we could go back to the arcade. I feel this review was probably a little too lengthy but so much about this visit really bothered me. D&B's is an establishment I expect to spend a lot of money at but if they could just match the service and food to what I paid for it, I would gladly return again. I'll stick to giving them my money in the arcade only and find somewhere else to eat next time.",Dave & Buster’s,6159703800,138 reviews,2015-07-02,"Bowling Green, KY",/biz/dave-and-busters-nashville,2.0,97,"Nashville, TN",Jessica B.
"540 Opry Mills DrNashville, TN 37214",3.0,"Review is for food mostly. No comment necessary on the overpriced games $1.40 and up per play at the mid price point (depends on number of credits you purchase) then each group is 6 credits and up to play. Bowling is similarly overpriced in my opinion $35 per hour plus 3.35 shoe rental per person. Food sounds great on menu. Luckily they show the cal. count for each item. Most are a full day's nourishment.  Many clocking in at over 2000. I ordered Thai chicken salad. Delivered quickly, without the chicken. Brought back in under a min with chicken in top. Ok salad and flavor. Thought it was a bit boring so checked the menu and it was supposed to have fresh cilantro and scallions in addiction to greens and seeded veggies- neither were present. Shredded veggies included thickly sliced raw Brussel sprouts that were almost too tough to eat. Very disappointing overall. I guess I should have ordered the 2300 cal buffalo wing burger...Waiter was nice so service and fun atmosphere get the 2 stars.",Dave & Buster’s,6159703800,13 reviews,2015-08-30,"San Francisco, CA",/biz/dave-and-busters-nashville,2.0,97,"Nashville, TN",Ohhh Y.
"540 Opry Mills DrNashville, TN 37214",3.0,"I have always enjoyed coming to a Dave and Busters no mater where I am at, and the games are almost always up to date and fun. We used out meal and games dinner to play Monopoly all night and racked up the tickets. As for the food, the challenge I always have is I try to rate places on the food alone and forget to add in that this is really a bar and games place first and foremost. My wife always orders ""bar food"" and I always order something fancy and get disappointed that its not awesome. This time I got the steak and shrimp pasta and it was basic, not bad, but not great. Wife got the slider plate and it was great.. Go figure!",Dave & Buster’s,6159703800,204 reviews,2014-12-26,"Mount Juliet, TN",/biz/dave-and-busters-nashville,4.0,97,"Nashville, TN",Ryan P.
