restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.0,Very good,The pho was good and fresh. So were the steamed dumplings. Bowls of pho were huge and were accompanied by fresh vegetables. andandaccompaniedabyby fresh,Pho EurAsian,395,190,"September 27, 2015",,/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,4.0,16,"Washington, DC",Holden20777
4.0,If you like Asian food you've got to eat here.,"Friendly staff, excellent food and if the weather is nice they have outdoor seating. Pad Thai, Rice Noodle Soup, Fresh Garden Rolls, and Spring Rolls were our favorite. They have a station filled with fresh ingredients like garlic, ginger, cilantro, chili paste, etc to add to your dishes. Really top notch!
They were right next to our hotel in Dupon...


More",Pho EurAsian,30,12,"September 9, 2015","Peterborough, New Hampshire",/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,5.0,16,"Washington, DC",Tracy C
4.0,One of the best,"This is one restaurant that I attempt to hit whenever I am in the area. It's is in a great location, the food is always wonderful, and the staff provide great service. Offers indoor and outdoor seating options.",Pho EurAsian,33,3,"August 29, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,5.0,16,"Washington, DC",Erykah56
4.0,Great Vietnamese in Dupont Circle,"I'm a big fan of Vietnamese food, and am therefore picky. This place is excellent. Straight-up, no frills rice vermicelli with BBQ beef. Truly excellent service. Will definitely good again!",Pho EurAsian,26,8,"August 18, 2015","New York City, New York",/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,4.0,16,"Washington, DC",Tom M
4.0,Good Food,Food was wonderful. Lots of selections. Not overpriced. Sidewalk eating area but hot during the afternoon.,Pho EurAsian,17,1,"August 13, 2015","Dallas, Texas",/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,5.0,16,"Washington, DC",Charlotte N
4.0,"Good food, friendly service","I have been here a number of times and will continue to do o while visiting DC. Simple and unpretentious. I like their Pho, which is certainly large enough for me. In recent months they have added a very welcome serve yourself garlic, ginger, chili etc. table so you can control the taste. If you add good value, a central...


More",Pho EurAsian,197,167,"July 8, 2015","New York City, New York",/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,4.0,16,"Washington, DC",bubu3
4.0,Never a let down,"I stop here the first night of every visit to DC. I usually stay at the Hotel Polomar next door and it's become kind of a tradition to eat out dinner here on the first night of the stay. This place is more fast food than a restaurant so don't expect much from this place. But service is quick and...


More",Pho EurAsian,107,32,"June 21, 2015","Dobbs Ferry, New York",/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,3.0,16,"Washington, DC",TPM17
4.0,Surprising Fusion Pho,"I was at a conference and one particular meeting and lecture got out vey late. It was a downpour and I was very tired so I needed something fast but good. Luckily this place was barely 4 doors down from my hotel so I gave it a shot and I was GLAD I DID. The décor is very simple with...


More",Pho EurAsian,140,46,"May 23, 2015","Cheyenne, Wyoming",/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,4.0,16,"Washington, DC",Charles K
4.0,Great Pho Lunch,"Just off Dupont Circle, outstanding pho, try the calamari, double fried in garlic and served with a bbq sauce",Pho EurAsian,31,8,"May 16, 2015","Clinton, Tennessee",/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,4.0,16,"Washington, DC",shannonadcock
4.0,Not large?,"Another reviewer thought the bowl was apparently not substantial. I disagree. I had a really good bowl of soup, with sliced beef, that I thought was huge, that I couldn't finish after starting with a couple spring rolls with a very good peanut dipping sauce. The broth was excellent. There was a bunch of fresh condiment/sauces/green stuff you could add...


More",Pho EurAsian,219,182,"May 16, 2015",Upstate N.Y.,/Restaurant_Review-g28970-d7319326-Reviews-Pho_EurAsian-Washington_DC_District_of_Columbia.html,4.0,16,"Washington, DC",swampknot
