restaurant_address,restaurant_overall_rating,user_review,restaurant_name,restaurant_phone,user_num_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
"209 10th Ave S Ste 221Nashville, TN 37203",3.0,"Within the context of what Morning Glory is, I think it's a fine place.  But make sure you understand what it is:  It is a convenience store/deli inside Cummins Station, intended for people who work in Cummins Stations.  If you travel to Cummins Station specifically to dine at Morning Glory, you're gonna have a bad time.Having said that, as somebody who works in Cummins Station, I like Morning Glory quite a bit.  The staff are nice, they have a decent variety of lunch food, and their prices are surprisingly low, considering how much they must be paying to rent that space.It appears to be run by a Korean family and, as others have said, the English is not strong.  But it's serviceable.   They have a credit card minimum, but it's manageable.The quality of the food itself is fine, again taking the context into consideration.  This is a nice alternative to other places in the building:  Cinco de Mayo (fine, but you can't eat Mexican every day), M Restaurant (so expensive I have never been there), M Market (my, they take themselves seriously -- and quite expensive), the Suchi place (which has a nice buffet actually, but is also kind of pricey).Both Cinco de Mayo and Morning Glory win the price award in Cummins Station.As far as seating, they have a counter inside that is servicable but not terribly comfortable.   They have tables and chairs out in the hall, but in the winter that entrance is a bit drafty.  But they serve everything in to-go boxes, so you can certainly take it back to the office.",Morning Glory Deli,6152565657,1 review,2015-01-26,"Murfreesboro, TN",/biz/morning-glory-deli-nashville,4.0,4,"Nashville, TN",John I.
"209 10th Ave S Ste 221Nashville, TN 37203",3.0,"Had a meeting in Cummins Station, and we were able just grabbing something to take up.While I don't know how much English the apparent owner and his helpers understood, they got my order right and were lickety split fast.I used to work in a building like this that had a market where every conceivable snack food and craving item was packed into about 100 square feet, and I miss it!Your favorite flavor of chips?  Yep.  Favorite candy bar?  Of course.  Favorite soft drink, in diet, and in a bottle?  Yep.Don't think you're going here to go out to lunch, this is a grab and go stop, but an ultra convenient and well stocked one.  I'd totally visit again if a similar situation arose, would just have to already be in the building because of parking, etc.",Morning Glory Deli,6152565657,299 reviews,2013-06-02,"Franklin, TN",/biz/morning-glory-deli-nashville,3.0,4,"Nashville, TN",Sarah B.
"209 10th Ave S Ste 221Nashville, TN 37203",3.0,"It is great at being what it is: A no-frills mini-mart for the Cummins Station residents. The food is definitely average, and the family owning it has a reputation for being difficult to work with (One of the local food trucks parked outside Cummins Station, only to find the Morning Glory owner kicking their truck, yelling at them for ""stealing business"".)That said, I can drop in an get Starbucks Doubleshot, some Advil, and a pretty decent grilled cheese sandwich, without hassle, and without leaving the office.Overall, I'd say: If you're in Cummins Station and you're feeling a little snacky, this is your place. If not, it's not a destination you need to seek out.",Morning Glory Deli,6152565657,30 reviews,2011-12-29,"Springfield, TN",/biz/morning-glory-deli-nashville,3.0,4,"Nashville, TN",H. W.
"209 10th Ave S Ste 221Nashville, TN 37203",3.0,No tables. It is mainly take out sandwiches for the office building where it is located. It is as much a mini market as for sandwiches. It is only open office hours during the work week since its main function is mini market/sandwiches for the office buildling.,Morning Glory Deli,6152565657,104 reviews,2010-02-21,"Nashville, TN",/biz/morning-glory-deli-nashville,2.0,4,"Nashville, TN",Samma A.
"5414 Nolensville RdNashville, TN 37211",4.0,"real mexican food... sorry las palmas, mazatlan, etc.  Happy to have a great place in Nashville.",Tacos Y Mariscos Lopez 6,,40 reviews,2015-06-08,"Nashville, TN",/biz/tacos-y-mariscos-lopez-6-nashville,4.0,7,"Nashville, TN",Brandon F.
"5414 Nolensville RdNashville, TN 37211",4.0,"More onions than anything.  While eating in there just looked to leaving,  family business but it seems like they hate it. Got overcharged too",Tacos Y Mariscos Lopez 6,,7 reviews,2014-11-28,"Bronx, NY",/biz/tacos-y-mariscos-lopez-6-nashville,1.0,7,"Nashville, TN",Gerald L.
"5414 Nolensville RdNashville, TN 37211",4.0,"I am a picky Mexican food eater and I've been looking for a Mom-and-Pop taco joint ever since I arrived in TN.  This is by far the closest thing to the type of ""real"" Mexican food you can get as Mexican food in Los Angeles.  I ordered the steak, chicken, and cherrizo tacos.  Outstanding flavor bursting into your oral pallets and created magic.  I got grilled onions and pickled carrots and relishes on the side, which refreshes the tongue after each taco.  The only unfortunate thing was that there was no Lengua (beef tongue) that day.  I was sort of looking forward to it.  All and all, this place is addictive and I will definitely go back.  My waitress did not speak english very well but she tried her hardest to take my order.  Gotta give her points for trying.",Tacos Y Mariscos Lopez 6,,18 reviews,2013-12-03,"Fountain Valley, CA",/biz/tacos-y-mariscos-lopez-6-nashville,4.0,7,"Nashville, TN",Calvin L.
"5414 Nolensville RdNashville, TN 37211",4.0,"Awesome good , fast on service closet thing to Los Angeles good trucks",Tacos Y Mariscos Lopez 6,,26 reviews,2013-07-02,"San Francisco, CA",/biz/tacos-y-mariscos-lopez-6-nashville,5.0,7,"Nashville, TN",Collin K.
"5414 Nolensville RdNashville, TN 37211",4.0,"This little taco stand has the best $0.99 tacos in all of Nashville, and the best Pastor/Spicy Pork Tacos I've had in Nashville. They have 4 tables of 4 for sit down dining and serve to parked cars in the lot. Right now, the parking lot is full, there are two other tables occupied, and we still got served my $6 half-chicken, rice, and beans in about 5 minutes. I come here multiple times a week, after hours when all else is closed, and sit in my pjs, in my car, feasting on tacos and preium horchata. There's no better Mexican expeience for me in Nashville.",Tacos Y Mariscos Lopez 6,,4 reviews,2011-09-02,"Nashville, TN",/biz/tacos-y-mariscos-lopez-6-nashville,5.0,7,"Nashville, TN",Andreos C.
"5414 Nolensville RdNashville, TN 37211",4.0,"This place is the real deal.  Cucumbers and savory sauteed onions that melt in your mouth trim the burrito plates.  The burritos themselves are packed full of fresh tasty ingredients.  I had the carnitas.  Don't miss the horchata either.  You'll know you're near this place by the smell, mmmmm.  Go inside and eat, it's a cool experience eating in this typical Antioch-style home converted into a taco truck cafeteria.",Tacos Y Mariscos Lopez 6,,56 reviews,2011-09-16,"Nashville, TN",/biz/tacos-y-mariscos-lopez-6-nashville,4.0,7,"Nashville, TN",tron d.
