restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name,restaurant_latitude,restaurant_longitude,user_latitude,user_longitude,user_restaurant_distance,user_is_local,user_review_length
4.0,Below Standards,"Granville Moore's has always been a DC favorite for me for the past 5 years. I have always gone here for the mussels. That said, my recent visit this past weekend disappointed me greatly. I don't know if mussels are not in season right now, but they were considerably SMALL. They were probably close to a third of the size...


More",Dr. Granville Moore's Brickyard,16,5,"July 16, 2015","Milpitas, California",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,2.0,117,"Washington, DC",Francis E,38.8949549,-77.0366456,37.4282724,-121.90662379999999,2420.6897009244417,False,332.0
4.0,A little dark but a tasty brunch,"In an ""evolving"" neighborhood not connected by the metro, we made our way by bus and were a little put-off upon entering what looked like a dark ""dive-bar"". But excellent friendly service and a very well-prepared brunch menu made us forget the kind of depressing atmosphere in a hurry. Great shrimp & grits, fried chicken sandwich and bison burger topped...


More",Dr. Granville Moore's Brickyard,226,88,"July 13, 2015","Miami, Florida, USA",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,4.0,117,"Washington, DC",PaulSnood,38.8949549,-77.0366456,25.7742658,-80.1936589,922.5964265864908,False,364.0
4.0,Disappointing,"Based on ratings and reviews, our expectations were not met. Not even close. Granville Moore's appears to be more bar than restaurant, at least on the first level. Must make reservations through open table for guaranteed seating. No tables available Friday or Saturday night so we opted for Sunday brunch instead. After 3 days of looking forward to Marinere Mussels,...


More",Dr. Granville Moore's Brickyard,4,0,"April 21, 2015",NC,/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,2.0,117,"Washington, DC",SuzUNCG,38.8949549,-77.0366456,35.6729639,-79.03929190000002,248.06926556790012,False,376.0
4.0,You got to be kidding me!,Dump of a place in a rough neighborhood. Food was mediocre at brunch. Service was good and attentive. I don't understand the ratings and why it made top 10 for brunch in DC. You can do much better elsewhere for the price and not feel like you needed a fire arm on the street. Not for families or special occasions.,Dr. Granville Moore's Brickyard,51,18,"April 5, 2015",,/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,2.0,117,"Washington, DC",PaMpm27,38.8949549,-77.0366456,,,,,314.0
4.0,Beer and atmosphere,"We visited Dr. Granville's before having dinner at another restaurant close by. At 5:30 we were sent upstairs as there were no spaces at the downstairs bar. The tables were reserved for dinner guests (hint make a reservation to avoid a very long wait). The staircase is very narrow and not ADA accessible, and it feels like you are going...


More",Dr. Granville Moore's Brickyard,140,72,"March 4, 2015","Stafford, Virginia",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,5.0,117,"Washington, DC",jayhawkinva,38.8949549,-77.0366456,38.4167265,-77.4579783,40.093145153738114,True,347.0
4.0,"Excellent mussels, terrific Belgian beer selection","Ate here last night for the first time. Divy, brick-walled, narrow dining area is deceptive -- you would never guess that this place serves possibly the best mussels in DC. I wasn't craving anything in particular, but when I saw that they'd won the City Paper award for best mussels for eight years in a row, the decision was easy....


More",Dr. Granville Moore's Brickyard,26,22,"February 9, 2015","Oswego, New York",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,5.0,117,"Washington, DC",ExileInPoohville,38.8949549,-77.0366456,43.4112973,-76.12798409999998,315.2387596115888,False,341.0
4.0,Great brunch!,The brisket hash was amazing. Can't beat bloody Mary's with bacon in them! Reservations are recommended.,Dr. Granville Moore's Brickyard,86,26,"January 9, 2015","Alexandria, Pennsylvania",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,4.0,117,"Washington, DC",Alwaysawigirl,38.8949549,-77.0366456,40.5564586,-78.0977847,127.80639927349641,False,104.0
4.0,Best mussels,"If you're new to the Atlas district, don't comment on the size of the restaurants. They are old homes. Narrow homes. Focus on the food. The food is good and the authentic hipster, non-lumber-sexual vibe is refreshing. Eat some mussels. Enjoy a nice beer. People watch. Done.",Dr. Granville Moore's Brickyard,66,21,"December 27, 2014","Washington DC, District of Columbia",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,4.0,117,"Washington, DC",JAG2021,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,274.0
4.0,Disappointed,"I've been to this hole in the wall in the past and thought it would be a fun stop for a gorup of 8 friends I was taking on a pub crawl through the Atlas District on H Street, NE. Made a reservation well in advance but when we got there they said it would be an hour or TWO....


More",Dr. Granville Moore's Brickyard,151,75,"October 12, 2014","Washington DC, District of Columbia",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,1.0,117,"Washington, DC",MCF3114,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,283.0
4.0,A champ musseks,My friend and I had a special menu is pumpkin mussels! It was champ and also we ordered fries fries.. They had a different flavor on mussels...,Dr. Granville Moore's Brickyard,13,4,"October 9, 2014",Cannon Falls,/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,5.0,117,"Washington, DC",Taiya G,38.8949549,-77.0366456,44.516239,-92.8822217662587,904.6284081848197,False,143.0
4.0,"Tasty, tasty food","I had the steak and cheese sandwich and it was delicious. The beef was cooked perfectly. It was extremely tender and seasoned well. The fries and accompanying sauces were awesome. There were spots where the fries were too salty where the seasoning clumped a little but they were still great. My husband had the summer mussels and enjoyed them. Great...


More",Dr. Granville Moore's Brickyard,151,116,"September 7, 2014","Washington DC, District of Columbia",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,4.0,117,"Washington, DC",loveshak22,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,359.0
4.0,Great place to eat in Washington DC,"I had seen this featured on the Food Network and had wanted to try it for awhile. I found myself in DC for a convention and I brought a couple of my Colleagues with me. This is truly a small space, our cab actually missed it and we had to walk the final part of the trip. It is out...


More",Dr. Granville Moore's Brickyard,25,4,"August 21, 2014","Dallas, Texas",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,5.0,117,"Washington, DC",Steeldude,38.8949549,-77.0366456,32.7762719,-96.7968558,1183.8183629964524,False,291.0
4.0,"Excellent Food, Great Old Location","We dined on mussels and hanger steak with frites, and all were EXCELLENT. Service in the upstairs dining area was a bit slow, as the bartender also serves as the waiter up there, so when the place gets busy, they can be a little stretched. He was working very hard, and was very efficient, but it seems that's a bit...


More",Dr. Granville Moore's Brickyard,281,270,"August 12, 2014","Washington DC, District of Columbia",/Restaurant_Review-g28970-d807230-Reviews-Dr_Granville_Moore_s_Brickyard-Washington_DC_District_of_Columbia.html,4.0,117,"Washington, DC",WynneWoody,38.8949549,-77.0366456,38.8949549,-77.03664559999999,1.3688331711774772e-12,True,325.0
