restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.5,Vegan Pizza test.,I was curious to try their vegan pizza option. I got the personal size and it was definitely filling! The vegan cheese was good but after awhile I didn't enjoy the consistency of it.,&pizza,17,6,"October 10, 2015",,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,4.0,4,"Washington, DC",Kdm1061
4.5,Great place to visit,"What an amazing place. Little but comfortable. Serves pizza in a different way, just like taco and burrito places. Hundreds of options to combine and get a great taste of pizza. Great personnel.",&pizza,16,7,"September 29, 2015","Medellin, Colombia",/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",RicardoHdez
4.5,Absolute Hidden Gem in DC,"Thanks to the bell captain at the hotel, my family and I experienced a great carry out dinner over at & Pizza on K Street. This is truly like Chipotle except with better food,better service and fresher products! They have a small list of signature items however I would recommend you explore and create your own for sure.
Sit back...


More",&pizza,47,13,"September 18, 2015","Chicago, Illinois",/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",Doughboy2
4.5,"Oh wow, my son was right!","We were going to take my AU student son anywhere he wanted for lunch.. and he took us to &pizza. I was puzzled. But honestly what a great concept! and the food... which I more or less ""made"" was great!! So he was right. &pizza is a delicious treat. Glad we went.",&pizza,12,14,"September 9, 2015","Pittsburgh, Pennsylvania",/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",arkiegal
4.5,Fast and yummy!,"I saw alot of passerbys carrying a white rectangular box during lunchtime and decided to check it out in the evening. The queue is very long during lunchtime. It's about $10 per pizza, choose from signatures or create your own! Fast service and delicious! Love the handcrafted soda too, but kinda sweet...",&pizza,81,68,"August 19, 2015",Singapore,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,4.0,4,"Washington, DC",bakupaku
4.5,I assume that people were in line to use the bathroom,"Several colleagues and I were doing a working lunch. I agreed to mind the store in the conference room while they got takeout from the E Street NW location of &Pizza. It took them about 40 minutes to make the 2.5 block round trip. When they returned, they apologized for taking so long. They said there was a long line...


More",&pizza,11,1,"August 18, 2015","Fairfax County, Virginia",/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,2.0,4,"Washington, DC",Sasquatch1971
4.5,Why can't every city have one of these?!,Stopped in for a quick lunch and could not believe the great experience we had! Create your own wood-fired pizza with awesome toppings and it is ready in minutes! Who needs fast food with a place like this?! Loved it!,&pizza,8,2,"August 17, 2015","Phoenix, AZ",/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",hopegal
4.5,Great custom pizza,"Came in hungry and left full and happy. The pizzas are good sized and will do OK for two people. Each pizza is custom made and the price is the same whether you take a simple pizza or load it with a lot of veggies or meats. The service is very pleasant and friendly. They also make their own soda...


More",&pizza,41,4,"August 16, 2015",,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",TonalTravel
4.5,&Pizza is Phenomenal & perfect!,"Phenomenal experience. Great, pleasant staff. Awesome 'design your own pizza'. You choose the dough, sauce, toppings, meats, spices, etc... yeah you choose everything! It was great and my 9 y/o daughter wished there was one in Tampa.
If they'd franchise, I'd get one here in Tampa ASAP!!!!",&pizza,11,7,"August 13, 2015",,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",Peter H
4.5,Didn't even eat,"A staff member was clumsily knocked one of the heavy metal stools/seats over and onto my friends foot while he was stood near the entrance reading the menu. He was in a lot of pain and she didn't even apologize. Needless to say, we didn't bother staying there.",&pizza,5,1,"August 6, 2015","Toronto, Canada",/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,1.0,4,"Washington, DC",Tallyrand88
4.5,Best DC pizza,"I've eaten lots and lots and lots of pizza in my day.
This pizza is the best pizza by far (except for the people who like eating a loaf of bread when they eat their pizza) thin crunchy and flavorful crust with fresh topping. Made and cooked to order.
Service is also excellent - hard to believe so may businesses...


More",&pizza,3,0,"August 5, 2015",,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",M B
4.5,Yum!!,"Very good pizza, we had a plain cheese and the Farmers Daughter (that was kinda spicy). Fair prices and fast service. The sodas are great!! We loved the cherry bomb. The only reason I can't give it 5 stars is because we did have kids with us on a HOT day and there is only seating inside for 16 or...


More",&pizza,11,0,"August 2, 2015",,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,4.0,4,"Washington, DC",Smccoy8
4.5,"Good pizza with nice, fresh ingredients","Pizza is very good here. Had the meat lovers pizza, and you even get fresh basil leaves on the pie. I highly recommend it. Very casual place. Yummy.",&pizza,359,212,"August 2, 2015",earth,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,4.0,4,"Washington, DC",choptliva
4.5,Good Pizza,The pizza at these shops are good. You can get what ever you want on it. They also give samples out. Some of the best pizza ive had yet.,&pizza,12,1,"July 29, 2015",,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",Derek F
4.5,Delicious Pizzas Made to Order,"We went to &Pizza for dinner. This is a place where you can order a specialized pizza or choose what you would like on your pizza. You start with the base sauce, I ordered the spicy tomato. I then chose my cheese, proteins, vegetables and then it goes in the oven. Even after this is done you having topping sauces...


More",&pizza,51,8,"July 27, 2015","Haymarket, Virginia",/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",Raj D
4.5,Wow!!,"Such a pleasant surprise! Was on a college trip in DC and we were allowed to roam free and choose our own places to eat. A lot of us chose this pizza restaurant not knowing what to expect, but the food was beautiful, fresh and tasty. The service was fantastic considering around 15 students had just piled in at once....


More",&pizza,3,2,"July 26, 2015",,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",Ella D
4.5,Best Place We Ate in DC,"What a nice surprise! Fresh, hot and delicious! Staff was friendly and service quick! Wish we had these in Texas!!!!!!!",&pizza,21,2,"July 25, 2015",,/Restaurant_Review-g28970-d7708005-Reviews-Pizza-Washington_DC_District_of_Columbia.html,5.0,4,"Washington, DC",Melissa A
