restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.5,Great spot for quick breakfast or lunch,"Ideal if you are staying at the nearby Hyatt or Liaison hotel for breakfast or lunch. Mind-boggling array of types of turkey to a mere Brit. Good omelettes and bagels for breakfast. Good value, casual, quick bite.",West Wing Cafe,25,14,"September 20, 2015",Birmingham,/Restaurant_Review-g28970-d4833056-Reviews-West_Wing_Cafe-Washington_DC_District_of_Columbia.html,4.0,6,"Washington, DC",KatyD507
4.5,Great for a quick eat.,This place was close to our hotel and had a good menu. Service was nice and food was good. Easy to get out and in. The only thing that freaked some people out was no men's and women's restrooms just restrooms.,West Wing Cafe,55,20,"July 27, 2015","Graham, Texas",/Restaurant_Review-g28970-d4833056-Reviews-West_Wing_Cafe-Washington_DC_District_of_Columbia.html,5.0,6,"Washington, DC",tex1330
4.5,"Fantastic food, great range","I went to this delightful cafe today between visiting museums. It was definitely worth the few blocks walk. A large range of sandwiches and smoothies. Tasted very fresh and at a good price. Friendly service, i would definitely recommend this place for a good lunch.",West Wing Cafe,12,8,"April 29, 2015","Sydney, Australia",/Restaurant_Review-g28970-d4833056-Reviews-West_Wing_Cafe-Washington_DC_District_of_Columbia.html,5.0,6,"Washington, DC",CaiBri
4.5,lots of food for a reasonable price,"We went to the West Wing Cafe because we were hungry when we walked by it. We decided that we'd been lucky. The sandwiches are huge, and the prices are very reasonable. It's a great bargain. They call themselves a ""gourmet delicatessen"". Maybe gourmet, maybe not, but everything we ordered was fine. We ate it all.",West Wing Cafe,59,36,"July 5, 2014","Yokohama, Japan",/Restaurant_Review-g28970-d4833056-Reviews-West_Wing_Cafe-Washington_DC_District_of_Columbia.html,4.0,6,"Washington, DC",Ms_Yokohama2014
4.5,Okay if you just want to refuel,"This place is clean and quick. It tends to be wraps and sandwiches on an egg theme. It is nothing special but its inexpensive and the food will fill you for busy day. There is a choice of ready brewed coffee which is good enough but don't try the Corsican...do they really grow coffee in Corsica..its very very strong I...


More",West Wing Cafe,122,126,"May 23, 2014",suffolk uk,/Restaurant_Review-g28970-d4833056-Reviews-West_Wing_Cafe-Washington_DC_District_of_Columbia.html,3.0,6,"Washington, DC",smartesthorse
4.5,Good breakfast,"Their breakfast sandwiches are really good. Even though their coffee is in airpots, it is good and hot.
We only went there because of other good reviews.",West Wing Cafe,3,0,"November 1, 2013",Seattle,/Restaurant_Review-g28970-d4833056-Reviews-West_Wing_Cafe-Washington_DC_District_of_Columbia.html,5.0,6,"Washington, DC",49MAK
4.5,"Great coffee, comfortable atmosphere","I stumbled upon this place while walking from my AirBnB in Petworth, desperately searching for decent coffee. I was very happy I did. Delicious coffee, beautiful aesthetic, soft jazz music playing, friendly staff, and yummy-looking baked goods. It turns into a bar at night, and I didn't try it out after-hours, but it looks like it would be a great...


More",Colony Club,12,7,"June 30, 2015","Toronto, Canada",/Restaurant_Review-g28970-d8084932-Reviews-Colony_Club-Washington_DC_District_of_Columbia.html,5.0,3,"Washington, DC",Laura A
4.5,"Bar, Coffee Shop & Ping Pong all under one roof","This review is solely for the premises and tea and coffee, as I have not eaten here yet. This place is in my hood and noticed it opened for a couple of weeks now, but never make it to try it out. After pig out a big breakfast in another restaurant, I walked in to get a green tea to...


More",Colony Club,537,159,"June 7, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d8084932-Reviews-Colony_Club-Washington_DC_District_of_Columbia.html,4.0,3,"Washington, DC",Superlegalbabe
4.5,Wonderful neighborhood coffee shop with a ping pong table,"Colony Club is located in a gentrifying section of Georgia Ave. Great coffee, excellent internet, comfortable furniture for both working and reading, attractive decor, a very friendly staff, and in the upstairs room they have a ping pong table.
We visited for the coffee and ping pong. They also offer beer and wine and delicious looking pastries (which we didn't...


More",Colony Club,26,21,"May 18, 2015",North Carolina,/Restaurant_Review-g28970-d8084932-Reviews-Colony_Club-Washington_DC_District_of_Columbia.html,5.0,3,"Washington, DC",Robbieg
5.0,Awesome place for private events,"I completely agree with Sams review. It was so clean and relaxing. I saw they updated their menu to include a few more healthy options - but I loved sitting on the patio and people watching! My girlfriend threw her birthday event at ""The Hooch"" the upstairs bar and that was so much fun! No pretentiousness to complain about.",Sudhouse,6,0,"July 7, 2015",,/Restaurant_Review-g28970-d8373916-Reviews-Sudhouse-Washington_DC_District_of_Columbia.html,5.0,2,"Washington, DC",Allison J
5.0,Great Place to Drink with Friends,"It's the right location with the right kind of clients and the multicultural staffs that makes this place sophisticated. The food here is mainly deep fried, but you don't go to a bar for food. The music and the clienteles here makes you feel comfortable hanging out with access to good drinks. I simply love it here.",Sudhouse,64,35,"June 27, 2015","Nairobi, Kenya",/Restaurant_Review-g28970-d8373916-Reviews-Sudhouse-Washington_DC_District_of_Columbia.html,5.0,2,"Washington, DC",Sam W
4.0,Great place to eat!!!!,"Stopped to eat lunch here earlier this week!!! Sandwiches fresh and made for you to your specifications. Large selection on the menu. Sandwiches, soups, fresh pastries, cookies!! It was all absolutely delicious!! Staff helpful and friendly. Really enjoyed eating here. Will be back. In the basement of this building where you catch the Metro. Shops are there as well. Very...


More",Au Bon Pain,53,7,"September 30, 2015","Hampton, United States",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,5.0,29,"Washington, DC",Susan C
4.0,Very delicious,Went there for a bite in the middle of the day. Had a hard time choosing since everything was super good looking. Ended up getting a turkey sandwich. The whole place looked clean and I would go there again for sure!,Au Bon Pain,9,2,"September 14, 2015","Reykjavik, Iceland",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,4.0,29,"Washington, DC",Karsvegud
4.0,Nice place and good prices,"I stopped at this location as I was running through the Metro station, stopping only to get a Cookie and soft drink. The place looked like a good place to eat.",Au Bon Pain,38,13,"August 27, 2015","Baton Rouge, Louisiana",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,5.0,29,"Washington, DC",BRDave225
4.0,average,There was one of these bakeries every 2 blocks. They had decent bagels and coffee. Only ate there once. There were better places to eat.,Au Bon Pain,18,3,"August 12, 2015",,/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,3.0,29,"Washington, DC",Julia P
4.0,excellent,"It is always a treat to visit an Au Bon Pain, only wish they would move to the south. Thoroughly enjoy having lunch there. The food is always fresh, and oh yeah, the deserts are always delish !!!",Au Bon Pain,11,8,"July 8, 2015","Tyler, Texas",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,5.0,29,"Washington, DC",Beverly D
4.0,"Bad selection, bad service, leaking coffee cup","All I wanted was a muffin and a cup of coffee, and both were pretty bad. I didn't want anything super sweet, which left me with very limited selection. They don't list their ingredients, and the woman working the counter couldn't tell me if the zucchini bread had raisins or not. I took a chance, and sure enough it was...


More",Au Bon Pain,45,16,"June 3, 2015","Santa Barbara, California",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,2.0,29,"Washington, DC",LakersFanSB
4.0,Fresh and Affordable!,"Had just arrived from early morning flight and was looking for a fresh salad at an affordable price instead of my pricey hotel. A native on the street referred this place to us. I had a great chicken salad with a drink and bread choice. The total was about $10 and was more than I could eat. The service was...


More",Au Bon Pain,176,60,"March 23, 2015","Peoria, Illinois",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,4.0,29,"Washington, DC",SPGal
4.0,Fresh lunch,"Sandwiches, wraps, salads made fresh to order, I thought it was a reasonable price. Baked goods, coffee and teas.",Au Bon Pain,66,24,"March 17, 2015",canfield,/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,4.0,29,"Washington, DC",mimi68Canfield
4.0,Catering to a Captive Audience . . . .,"This Bon Pain is a cafe in the doctors' building adjacent to Sibley Hospital and no other branch of this enterprise. The place is staffed by two low-paid immigrant workers who speak and understand limited English, plus a cashier (manager?). Having fasted overnight and not been able to finish my doctor's appointment until 11:30, I was disappointed to note that...


More",Au Bon Pain,47,23,"February 27, 2015","Chevy Chase, Maryland",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,3.0,29,"Washington, DC",melvinius
4.0,Good Choice for Suburban Crowd,"Stopped in here for lunch on Sunday. The place has the birch plywood-bright color sterility of current trend in fast food...a la Moe's, Chipotle, Zoie's.
Chicken avocado wrap was fresh and tasty. Peach tea was good. Lentil soup was savory. Their soup choices were minimal, it being the DC Mall district on a Sunday.
Price was reasonable.
So good, but...


More",Au Bon Pain,67,10,"January 12, 2015","Lynchburg, Virginia",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,4.0,29,"Washington, DC",Mavsam
4.0,Ice Coffee --- Horrible,Terrible ice coffee and rock hard cookies ..forget this place. I thought that this would be a nice break in the morning ... should have gone to Dunkin Dounuts,Au Bon Pain,31,15,"July 23, 2014","Hanover, Pennsylvania",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,1.0,29,"Washington, DC",BGouker
4.0,Delicious sandwiches and out of this world cinnamon buns!,"We were on our way to the American History museum and decided to stop at Au Bon Pain for lunch first. We had the most amazing turkey club sandwiches! All fresh ingredients, no scrimping, good prices....and we shared a cinnamon bun and it was the best, hands down.",Au Bon Pain,165,228,"June 19, 2014",Northwestern Ontario,/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,5.0,29,"Washington, DC",GloriousLakeSuperior
4.0,Nice Place for a quick bite,"We were looking for a quick bite of lunch yesterday, while doing the Washington DC sites. Tho it did not look like much from the outside, this proved a great place for a quick lunch.
I hate cold soup - not a problem here. I hate cold coffee - also not a problem here!
Everything was nice and fresh. It...


More",Au Bon Pain,11,7,"April 19, 2014","Barrie, Canada",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,4.0,29,"Washington, DC",Jamie G
4.0,Nothing special,I needed food for the road and this was in Union Station. It's no different than any other place. The salad was basic.,Au Bon Pain,89,31,"September 8, 2013",minnesota,/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,3.0,29,"Washington, DC",desifoto
4.0,Overpriced mediocre food,"Walked into this place for some lunch and noticed how nice the place was. After waiting a couple minutes to figure out my order, the person behind the counter left, and we had to wait for another person to show up to make sandwiches. The Lobster sandwich I had cost near $12, and was the size of my hand. Understandable,...


More",Au Bon Pain,14,7,"July 15, 2013","Syracuse, New York, United States",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,3.0,29,"Washington, DC",Arman H
4.0,Go elsewhere,"Tables were filthy. Garbage was overflowing. Food tasted great, but you had to eat it with your eyes closed.",Au Bon Pain,3,0,"July 6, 2013",,/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,2.0,29,"Washington, DC",al_spa
4.0,"Quick, healthy, customizable breakfast options in a convenient location.","My friends and I were staying at L'Enfant Plaza Hotel and stopped at Au Bon Pain for breakfast a couple times. The first time I had the egg whites & cheddar on a skinny wheat bagel. The second time I added ham. Both were delicious options that were much healthier than the pastries, bagels, and paninis at the other restaurants...


More",Au Bon Pain,147,60,"May 27, 2013","Des Moines, Iowa",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,4.0,29,"Washington, DC",Diamond_Debutante
4.0,Awful,"We only chose this restaurant for lunch because it was the first open restaurant we found on a very cold Sunday. We placed our orders at the counter and gave the cashier our names. The restaurant was not busy, but we waited for an eternity for our orders. One guy just gave up and grabbed my brother's sandwich after the...


More",Au Bon Pain,45,28,"May 24, 2013","Atlanta, Georgia",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,1.0,29,"Washington, DC",AtlTravelalot
4.0,Au Bon Deliciosos,"Ok food with a lot pd extra bread.I liked the soup. Very nice staff, polite. Atmosphere was very nice. Music and an occupied feeling. This is fun for people that like to talk. I would come here again of I was near by.",Au Bon Pain,5,4,"May 5, 2013","Wilsonville, Oregon, United States",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,4.0,29,"Washington, DC",Jake G
4.0,"it was late afternoon, I was hungry, I took a chance","So, I got a roast beef and cheese, and it was not terrible but had I not missed lunch, been feeling a bit famished at 4:00 PM, I would not have stopped - but it was convenient. And I would probably do it again, but only because I needed to put some food in my body, and not because I...


More",Au Bon Pain,143,49,"May 1, 2013","Memphis, TN",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,3.0,29,"Washington, DC",roboird
4.0,"Delicious, Quick, & nicely priced","This cafe is in Union Station. Friendly people work here. You just place your order and watch them make your food (I got a vegetarian baguette). The food was delicious! I sat at a table in the cafe (much better than sitting in the food court area). This cafe is on the second floor (less noise and nicer atmosphere). My...


More",Au Bon Pain,141,22,"March 30, 2013",,/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,4.0,29,"Washington, DC",Sharon8here
4.0,It's not worth it.,"This place looke nice, but the food is just terrible. The day I went in, right as they opened, they had three bagels to choose from. I was forced to get something made, which requires disturbing their staff, which obviously is there to only look as if they are working. After my sandwich was made, I had to wait for...


More",Au Bon Pain,87,48,"March 7, 2013","Amarillo, Texas",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,1.0,29,"Washington, DC",forthetweeple
4.0,Yummy!,Affordable quick stop. We had the mac & cheese and clam chowder soup - both were very good! Lots of other options for sandwiches and other soups. Close to Natural History Museum.,Au Bon Pain,6,5,"February 14, 2013","Los Angeles, California",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,5.0,29,"Washington, DC",Vicki M
4.0,The Best Almond Croissants on Earth!,"I have enjoyed Au Bon Pain's pastries for years and their food appears to keep getting better and better as time progresses. In my work I travel often but somehow I always end up in a city where they're located. Maybe the kicking and screaming does work but shhh! I digress.
The pastries and the coffee go good with 15...


More",Au Bon Pain,13,7,"January 23, 2013","Washington DC, District of Columbia",/Restaurant_Review-g28970-d5059927-Reviews-Au_Bon_Pain-Washington_DC_District_of_Columbia.html,5.0,29,"Washington, DC",LifeHappens310
