restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.0,"Very different from ""typical"" US Bars and Restaurants.","We are from the UK and we visited Martin's Tavern on the recommendation of a friend (from the US). My only slightly negative comment is the marketing of the place - which claims to have served a number of US Presidents - which I guess is the draw from most people - (note we didnt know this anyway - as...


More",Martin's Tavern,20,12,"October 14, 2015","Reading, United Kingdom",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",david p
4.0,A place full of ambience,"The oldest family-owned restaurant in DC has a bit of history to share by now. If you're looking for dinner, it's probably best to reserve a table beforehand. If you're just looking for a drink, you can probably find a seat at the bar.
I came here with two colleagues in September and when we visited the place was not...


More",Martin's Tavern,191,47,"October 13, 2015",Umeå,/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Bearsm53
4.0,Jolly Good Time in Georgetown,"We had friends visit from England who requested a visit to Georgetown. I reviewed restaurants that served Sunday brunch and picked Martin's. It ended up being a wonderful choice. Thank goodness I made a reservation. The place was packed. We happened to be seated in the same booth where JFK proposed to Jackie. How cool is that? The place oozes...


More",Martin's Tavern,11,19,"October 12, 2015","Columbia, Maryland",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Timothy W
4.0,80 years old restaurant which ha served all the presidents from Harry Truman.,"This was such fun; the place that every American President from Harry Truman have dined here and JFK proposed to Jackie. Definitely needs a reservation and book a booth-we had Richard Nixon and there is a leaflet about when he dined there etc. Don't be put of by the unassuming exterior as the inside is historic and characterful albeit a...


More",Martin's Tavern,8,4,"October 11, 2015","Poole, United Kingdom",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,5.0,514,"Washington, DC",Judy G
4.0,Good Food in Historic Setting,"Interesting reading some of the other reviews on TA talking about poor service. Our experience was totally different. Our reservation was honored on time and our waiter could not have been nicer. Our food was also very good, especially my pasta primavera. Would happily return.",Martin's Tavern,454,235,"October 10, 2015","Falmouth, MA",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Mikeb1Falmouth_MA
4.0,"Good, classic tavern drink and food","This is one of the best restaurants in Georgetown, in my opinion. I had the London Broil, which was absolutely divine, and my daughter had the Shepard's Pie, a good take on classic tavern food. Plan to go early if you don't have a reservation. It is a tavern, so expect it to be dark and loud.",Martin's Tavern,5,1,"October 10, 2015","Huntsville, Alabama",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,5.0,514,"Washington, DC",Mishukitty
4.0,Check out Martin's Tavern,Martin's is a casual and fun place for dinner. Both the food and service were very good. Good value too!,Martin's Tavern,95,47,"October 10, 2015","Vancouver, Canada",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Ridelikeyoustoleit
4.0,Historic restaurant with great atmosphere,"We enjoyed our meal at this well-established, very busy restaurant, with historic links to several US presidents. The interior has plenty of atmosphere and people are seated at a mix of tables and booths. Our only quibble was that having booked in advance we waited 45 minutes to be seated although to be fair we were given a couple of...


More",Martin's Tavern,21,6,"October 8, 2015","Leyburn, United Kingdom",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",GretaBridge
4.0,Amazing little place with huge history,"Was here for a business dinner and was impressed with both the service and the food. I had the Pot Roast and was not able to finish it as the portion was so generous.
We were in the Dugout to accommodate the amount of people, and it was intimate enough to speak with everyone, yet spacious enough for everyone to...


More",Martin's Tavern,25,4,"October 4, 2015",,/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Steve P
4.0,Very Popular Bar/Restaurant,"On a very wet and chilly day in George Town, Washington D.C Martin's Tavern came to the rescue with fine food, great friendly service and lively atmosphere. We arrived early afternoon and although the place was busy we soon managed to get a table by the window. The server promptly took our order and the two meals were served hot...


More",Martin's Tavern,44,17,"October 2, 2015",,/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Chris B
4.0,second visit,"this was my second visit to washington and my second visit to martins tavern. love this place for its athmosphere, food, drink and service. we ate at the bar this time around and had good craic with the bar staff. martins tavern is a must when in washington.",Martin's Tavern,58,68,"September 26, 2015",meath,/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,5.0,514,"Washington, DC",meathone
4.0,great food and location!,so glad we found this place while looking for somewhere to eat breakfast.. there were people outside waiting for it to open.. their food was amazing and there's interesting history about the restaurant itself. staff very friendly and attentive to its customers.. great location in georgetown but quite hidden away... would recommend to anyone staying in the georgetown area.,Martin's Tavern,15,5,"September 25, 2015",,/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Sw1991
4.0,Spotted this place on our way to our hotel,"You can always tell a great place by the amount of people outside, I had no idea what it was going to be like, I was impressed, a bit dark but that all adds to the ambiance. Had no idea that almost all presidents had visited here and JFK proposed to Jackie in in of the booths. Food was excellent,...


More",Martin's Tavern,40,16,"September 23, 2015",,/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,5.0,514,"Washington, DC",Steve M
4.0,Looking for very good food and found it !!,"After searching for a good restaurant, for a long time at Georgetown.. finally we found a very good one. A small place with very good service and attentive staff. Our selections... French Onion Soup, Bacon and Cheddar Potato Skins, Fish and Chips, Shrimps Scampi, Sirloin Steak, Bread Pudding and Crème Brulee.. All flavorful and delicious! Martin's Tavern is a hidden...


More",Martin's Tavern,159,54,"September 22, 2015","San Juan, Puerto Rico",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Ivonna02
4.0,Very Cool Place,"We had lunch and set in the same booth that John Kennedy proposed to Jackie, that is what the plaque said. We had the burgers and they were good. The home made chips were very good the French fries were fair to poor. They had a good selection of beer and the atmosphere was great. Must stop when in Georgetown.",Martin's Tavern,41,2,"September 22, 2015","Daytona Beach, Florida",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Greg K
4.0,Fishcakes were delic. Must go.,"Amazing place, tasty food and lots of history! We stumbled across this tavern whilst walking through George Town, it wasn't until we sat down we realised the history of it - all of the US presidents have frequented here. Still a small family run tavern has authentic food served and great selection of drinks.",Martin's Tavern,19,5,"September 20, 2015",London,/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,5.0,514,"Washington, DC",HappyTraveller360
4.0,Beautiful summer evening,"have eaten at martins many times in the past. Food has always been very good, we ate outside, the waiter was very pleasant and on top of everything.
I had the filet it was cooked perfectly. My partner had the beet salad. A beautiful summer night. It is a neighborhood place. I just dont give everything 5 stars but its...


More",Martin's Tavern,13,0,"September 19, 2015",washington dc,/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",theprofessor1
4.0,Good soundtrack,"Good location, good soundtrack (70's funk), good drinks in a hip environment. Can get crowded at times with high noise level (and commensurate douche factor) so if you're looking for a quiet place to chat -- not it. But highly recommended.",Martin's Tavern,66,21,"September 19, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",JAG2021
4.0,Best Neighborhood Bar in Georgetown,"Great food, lwonderful ambiance, beautiful historic restaurant - friendly & professional staff - particularly lovely during Christmastime",Martin's Tavern,2,0,"September 18, 2015","Bethany Beach, Delaware",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,5.0,514,"Washington, DC",MarthaKinsey
4.0,"Great Food, Reasonable Prices, Bad Service","Food great. Atmosphere historic yet lively. Very good value - shockingly reasonable prices. Really like everything here EXCEPT the waiters on my last three visits have been awful. Strange that Martin's seem to employ a lower caliber server than one would expect for such a legendary restaurant. Our waiters on our last three visits had a very hurried and disinterested...


More",Martin's Tavern,94,86,"September 15, 2015","Palm Beach, Florida",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,4.0,514,"Washington, DC",Travelpro33480
4.0,Great Food and very welcoming staff,"Visited here for lunch after taking a boat trip. Very historic restaurant which has hosted several Presidents and their families including where JFK proposed to Jackie. The menu is very good, not too extensive but certainly giving the diner plenty of chose from. Service is excellent. We started off with the potato skins which I am pleased to say had...


More",Martin's Tavern,125,55,"September 15, 2015","Birmingham, United Kingdom",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,5.0,514,"Washington, DC",Angela T
4.0,Such an amazing exoerience,"We went to martins tavern and had reservations made over a month ago for the proposal booth. When we got there, someone was already at the booth and we sat at the bar until they left. Over 45 minutes after the reservation initial time and once we were finally seated the restaurant made up for the late seating by offering...


More",Martin's Tavern,4,0,"September 13, 2015","Phoenix, Arizona",/Restaurant_Review-g28970-d491469-Reviews-Martin_s_Tavern-Washington_DC_District_of_Columbia.html,5.0,514,"Washington, DC",Dani_bodea
