restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
5.0,Enjoy the View,Enjoyed lovely cheese plate with drinks by the pool. They made beautiful virgin daiquiris for the kids. Comfortable furniture to relax and enjoy the view,Rooftop Bar,137,63,"August 23, 2015",miami,/Restaurant_Review-g28970-d7095067-Reviews-Rooftop_Bar-Washington_DC_District_of_Columbia.html,5.0,2,"Washington, DC",cbarney2003
3.5,Bocadillos Deliciosos - Spanish Food,"While near the DuPont Circle metro stop in DC, we stumbled upon Odeon. That was our good fortune! The once-Italian restaurant is converting to Spanish cuisine. The interior is lovely. We chose to sit just inside the open air restaurant where we were cool but could people watch as well. The sangria was perfect for a warm August day. The...


More",Odeon Restaurant,19,8,"August 30, 2015",Northern Virginia,/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,5.0,111,"Washington, DC",NorthernVirginiaSmo
3.5,But the happy hour with Moose!,"Moose is the man! That's the bartender. See him and he will make it your drink pitch perfect. No, really!
We didn't eat here but the happy hour is excellent!",Odeon Restaurant,75,31,"August 26, 2015","Brooklyn, New York",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,3.0,111,"Washington, DC",socioqueen
3.5,Excellent Italian fare,"We were greeted by our waiter while reading the menu posted outside. We decided to try it after passing a large number of diverse restaurants. Italian is a longtime favorite and my Godfather introduced my family to many special Italian sauces and homemade pastas he learned to make in Sicily. The wait staff and bartender were very professional - I...


More",Odeon Restaurant,14,15,"August 17, 2015","Lexington, KY USA",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,5.0,111,"Washington, DC",Josie1952
3.5,We Had Hoped For Better,"We're about a month late in putting in this review. About 25 years ago Odeon Café was our go-to Friday night place.  Food and drinks were always exceptional. Returning several years ago we had a delightful meal. On a recent Friday night we were very disappointed.  Out of Compari! But a nice small selection of wines by the glass.  The...


More",Odeon Restaurant,8,1,"August 11, 2015","Washington DC, District of Columbia",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,3.0,111,"Washington, DC",MaryandBruce43
3.5,""" A very pleasant surprise....!!!! ""","While laying over at the ""Hilton Washington"" for a night, I decided to take a walk and find a place to eat. The selection of restaurants was diverse and they all seemed very appealing to me... I decided to stop at the ""Odeon Cafe"" for a few seconds in order to read te menu posted outside, and to my delight,...


More",Odeon Restaurant,7,36,"August 5, 2015",Chicago,/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,5.0,111,"Washington, DC",Fabrizio R
3.5,Excellent Italian food,"Do not let the non Italian name of this restaurant put you off from trying the food here as it serves 100% great Italian food. Friendly quick, service topped by well presented, well cooked Italian food at a competitive price.
http://www.odeoncafedc.com/",Odeon Restaurant,22,5,"July 22, 2015","Bangor, Maine",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,4.0,111,"Washington, DC",harry_martie
3.5,It's changed and no longer good,"I've been to this restaurant many times over the years and had great food and service. But things have changed and the food is just ok. It is nothing special. They don't even give you a full pint beer. They replaced the glass with a very small thick one and provide a poor value on draft beers. At the end...


More",Odeon Restaurant,49,31,"July 2, 2015","Ormond Beach, Florida",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,1.0,111,"Washington, DC",JLG32174
3.5,Excellent meal!,"We were told to go here by someone at our hotel and it was an excellent suggestion. The food, service and atmosphere were all great. When we are in the area again we will be back!",Odeon Restaurant,120,60,"April 30, 2015","Boiling Springs, Pennsylvania",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,5.0,111,"Washington, DC",REF60
3.5,Very Average,"Not really impressed at all with the service or the food at this restaurant. Had the Italian sausage with peppers and pasta,the peppers were thrown in as an afterthought it seemed would have been nice if they were roasted. We were not offered parmesan and when we asked were informed that they had run out. Five minutes later the next...


More",Odeon Restaurant,13,9,"April 23, 2015",,/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,3.0,111,"Washington, DC",Steve S
3.5,Asked at the Hilton about a good place to have dinner.,"Walked about 2 blocks from the DC Hilton to the Odeon Café. The place needs rehab. work done. The wait staff was just OK and the food was about the same. There were many other choices on the street that would have been a better choice. Sometimes it is not good to listen to the hotel staff but better to...


More",Odeon Restaurant,38,8,"March 25, 2015","Greenville, South Carolina",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,3.0,111,"Washington, DC",Stone2013
3.5,"Convenient, reasonable","We visited Washington DC for a conference and Odeon was a short walk from the Washington Hilton. The food was generally well-prepared, but nothing to crave or wish to order again. My chicken appeared to be pre-formed, but my husband's fish appeared fresh. The dipping sauce with the bread was unique. This is a safe, if uninspired, placed to dine...


More",Odeon Restaurant,29,24,"March 17, 2015","San Marcos, Texas",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,3.0,111,"Washington, DC",dmt1966
3.5,Reasonably priced place for a pizza or a pasta,"This restaurant has been around for a very long time. It is conveniently located on Conn Ave just up a couple of blocks from the north exit of the Dupont Circle metro. It has very reasonably priced lunch specials (soup or salad and one of four entrees for $12.95, at this writing) and usually has a lobster special (broiled, not...


More",Odeon Restaurant,282,136,"March 15, 2015","Washington, DC",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,3.0,111,"Washington, DC",Decoamie
3.5,Strange decor but all around it was fine,"Odeon Café is located on Connecticut Avenue in Washington DC, just a few blocks North of Dupont Circle. The restaurant is an intimate location with an upstairs and downstairs dining area. Décor was interesting, and the dining area is dominated by 1 1/2 Greek pillars coming down from the ceiling. I say 1 1/2 as one had been chopped in...


More",Odeon Restaurant,174,102,"February 2, 2015","Orlando, FL",/Restaurant_Review-g28970-d532710-Reviews-Odeon_Restaurant-Washington_DC_District_of_Columbia.html,3.0,111,"Washington, DC",Circusdog
