restaurant_overall_rating,user_review_title,user_review,restaurant_name,user_num_reviews,user_helpful_reviews,user_review_date,user_location,restaurant_url,user_rating,restaurant_num_reviews,restaurant_location,user_name
4.5,Change of owners - now called Pasha's,"Great pizza I've ever had! Great service too!!
We had the margarita pizza and the meat pizza with a side of arugula salad ... Fantastic! I highly recommend it and would come here again!!",Pizza No. 17,1,1,"August 8, 2015",,/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,5.0,12,"Washington, DC",Angela W
4.5,Best Pizza I Have Had in Washington,A good thin crust pizza made fresh. Not expensive. Pleasant outdoor seating. Wine available. Not far from Dupont Circle.,Pizza No. 17,82,39,"August 5, 2014","Washington DC, District of Columbia",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,5.0,12,"Washington, DC",Robert H
4.5,Decent Delivery,"The pizza here is pretty decent. I usually get the special pizza--it's not spectacular, but it has crispy crust and good flavor.",Pizza No. 17,63,82,"November 15, 2013","Washington DC, District of Columbia",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,3.0,12,"Washington, DC",AmherstBird
4.5,Good authentic pizzas,"Based on a recommendation from our hotel we decided to give here a go and we were not disappointed.
Had a nice table outside under a canopy and enjoyed a buzzing atmosphere.
Both pizzas we had were fantastic, properly loaded with fresh toppings and good beer to wash it down with.
Overall very nice and we would return.",Pizza No. 17,32,13,"August 30, 2013","Chichester, United Kingdom",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,5.0,12,"Washington, DC",banyard2000
4.5,Great salads to compliment great wood cooked pizza,"Our dinner was a WOW experience here. We had hoped to eat at a different place nearby but they were booked so we wandered a bit. We were waiting in line at a restaurant next door and chatted with another patron who stated he wished he was eating at Pizza 17 instead (his girlfriend chose that night). He explained that...


More",Pizza No. 17,122,48,"May 8, 2013","Longmont, Colorado",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,5.0,12,"Washington, DC",SilverBear303
4.5,Slower service but amazing food!,We loved the pizza and our waitress was great! Strongly recommend this stop on 17th St. near Dupont Circle.,Pizza No. 17,6,0,"April 24, 2013","Earlysville, VA",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,4.0,12,"Washington, DC",MHammertime
4.5,Delicious Margherita Pizza!,"This place truly surprised me. At first we walked in, then walked out. It was a Sunday afternoon and there was not one other person in the small space. We tried a few places next door, all of which were full...so we returned. And I am certainly glad we did. We ordered the antipasti plate first. This did not thrill...


More",Pizza No. 17,17,13,"February 18, 2013","Washington DC, District of Columbia",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,5.0,12,"Washington, DC",bellmsu
4.5,Small space - big heart!,"Don't be fooled by this small space - it's got a BIG heart - from food to service, you'll be impressed. We went to Pizza no. 17 on a Saturday evening. It is located close to Du Pont Circle squeezed in between a number of other restaurants. It has a large outdoor patio and very small indoor area. We were...


More",Pizza No. 17,22,8,"November 21, 2012","Calgary, Canada",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,5.0,12,"Washington, DC",Sagiraffe
4.5,Warm Neighbourhood Atmosphere,"We were in DC for the first time on a weekend visit and stopped in during some Capital Bikeshare exploring. This was a great find! Inside is small, but the share table and room at the bar make some opportunity (folks were also coming in for pizza to go). On our Saturday night a bit late, everyone was enjoying their...


More",Pizza No. 17,29,33,"November 20, 2012","Calgary, AB",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,5.0,12,"Washington, DC",Travis R
4.5,Dining on the patio,"I visited Pizza no. 17 with a couple of friends on a lovely warm evening.
We dined outside at this unpretentious, but cozy place. Our waiter was cute and brilliant with an eye on every finger, while providing service with a smile.
We liked the (small) selection of food, and the house wine turned out to be great. The pizzas...


More",Pizza No. 17,23,23,"June 28, 2012","Copenhagen, Denmark",/Restaurant_Review-g28970-d2148726-Reviews-Pizza_No_17-Washington_DC_District_of_Columbia.html,5.0,12,"Washington, DC",Peerkbh
